yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Import,Algeria,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",124702612.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2009,2009.0,Import,Algeria,Angola,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5256.0,,28.0000272,2.9999825,-11.8775768,17.5691241
2009,2009.0,Import,Algeria,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7192.0,,28.0000272,2.9999825,-34.9964963,-64.9672817
2009,2009.0,Import,Algeria,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",23.0,,28.0000272,2.9999825,-24.7761086,134.755
2009,2009.0,Import,Algeria,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",599086.0,,28.0000272,2.9999825,47.59397,14.12456
2009,2009.0,Import,Algeria,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3279937.0,,28.0000272,2.9999825,50.6402809,4.6667145
2009,2009.0,Import,Algeria,Bosnia Herzegovina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",419.0,,28.0000272,2.9999825,44.3053476,17.5961467
2009,2009.0,Import,Algeria,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",463064.0,,28.0000272,2.9999825,-10.3333333,-53.2
2009,2009.0,Import,Algeria,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",36663.0,,28.0000272,2.9999825,42.6073975,25.4856617
2009,2009.0,Import,Algeria,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",668367.0,,28.0000272,2.9999825,61.0666922,-107.991707
2009,2009.0,Import,Algeria,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",15399057.0,,28.0000272,2.9999825,35.000074,104.999927
2009,2009.0,Import,Algeria,Comoros,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2.0,,28.0000272,2.9999825,-12.2045176,44.2832964
2009,2009.0,Import,Algeria,Croatia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1931.0,,28.0000272,2.9999825,45.5643442,17.0118954
2009,2009.0,Import,Algeria,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",260780.0,,28.0000272,2.9999825,49.7439047,15.3381061
2009,2009.0,Import,Algeria,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",90525.0,,28.0000272,2.9999825,55.670249,10.3333283
2009,2009.0,Import,Algeria,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",61842.0,,28.0000272,2.9999825,63.2467777,25.9209164
2009,2009.0,Import,Algeria,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",18517726.0,,28.0000272,2.9999825,46.603354,1.8883335
2009,2009.0,Import,Algeria,Gabon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",800.0,,28.0000272,2.9999825,-0.8999695,11.6899699
2009,2009.0,Import,Algeria,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8682858.0,,28.0000272,2.9999825,51.1638175,10.4478313
2009,2009.0,Import,Algeria,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6551.0,,28.0000272,2.9999825,38.9953683,21.9877132
2009,2009.0,Import,Algeria,Honduras,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8.0,,28.0000272,2.9999825,15.2572432,-86.0755145
2009,2009.0,Import,Algeria,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7299.0,,28.0000272,2.9999825,22.350627,114.1849161
2009,2009.0,Import,Algeria,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",60112.0,,28.0000272,2.9999825,47.1817585,19.5060937
2009,2009.0,Import,Algeria,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1039.0,,28.0000272,2.9999825,-2.4833826,117.8902853
2009,2009.0,Import,Algeria,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",57542.0,,28.0000272,2.9999825,52.865196,-7.9794599
2009,2009.0,Import,Algeria,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12293990.0,,28.0000272,2.9999825,42.6384261,12.674297
2009,2009.0,Import,Algeria,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1156760.0,,28.0000272,2.9999825,36.5748441,139.2394179
2009,2009.0,Import,Algeria,Dem. People's Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",22747.0,,28.0000272,2.9999825,,
2009,2009.0,Import,Algeria,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",821855.0,,28.0000272,2.9999825,,
2009,2009.0,Import,Algeria,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6952.0,,28.0000272,2.9999825,33.8750629,35.843409
2009,2009.0,Import,Algeria,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",123563.0,,28.0000272,2.9999825,49.8158683,6.1296751
2009,2009.0,Import,Algeria,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",138133.0,,28.0000272,2.9999825,4.5693754,102.2656823
2009,2009.0,Import,Algeria,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",24216.0,,28.0000272,2.9999825,23.6585116,-102.0077097
2009,2009.0,Import,Algeria,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1639221.0,,28.0000272,2.9999825,,
2009,2009.0,Import,Algeria,Morocco,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",16180.0,,28.0000272,2.9999825,31.1728205,-7.3362482
2009,2009.0,Import,Algeria,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",352.0,,28.0000272,2.9999825,21.0000287,57.0036901
2009,2009.0,Import,Algeria,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",185998.0,,28.0000272,2.9999825,52.2434979,5.6343227
2009,2009.0,Import,Algeria,"Other Europe, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",552537.0,,28.0000272,2.9999825,,
2009,2009.0,Import,Algeria,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",23079.0,,28.0000272,2.9999825,60.5000209,9.0999715
2009,2009.0,Import,Algeria,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",49524.0,,28.0000272,2.9999825,30.3308401,71.247499
2009,2009.0,Import,Algeria,Panama,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4580.0,,28.0000272,2.9999825,8.559559,-81.1308434
2009,2009.0,Import,Algeria,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4978.0,,28.0000272,2.9999825,12.7503486,122.7312101
2009,2009.0,Import,Algeria,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1332803.0,,28.0000272,2.9999825,52.215933,19.134422
2009,2009.0,Import,Algeria,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",122356.0,,28.0000272,2.9999825,39.6621648,-8.1353519
2009,2009.0,Import,Algeria,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",28.0,,28.0000272,2.9999825,25.3336984,51.2295295
2009,2009.0,Import,Algeria,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",30681.0,,28.0000272,2.9999825,45.9852129,24.6859225
2009,2009.0,Import,Algeria,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",152501.0,,28.0000272,2.9999825,64.6863136,97.7453061
2009,2009.0,Import,Algeria,San Marino,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",123.0,,28.0000272,2.9999825,43.9458623,12.458306
2009,2009.0,Import,Algeria,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",17633.0,,28.0000272,2.9999825,25.6242618,42.3528328
2009,2009.0,Import,Algeria,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2372.0,,28.0000272,2.9999825,44.1534121,20.55144
2009,2009.0,Import,Algeria,Sierra Leone,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10.0,,28.0000272,2.9999825,8.6400349,-11.8400269
2009,2009.0,Import,Algeria,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",697444.0,,28.0000272,2.9999825,22.3511148,78.6677428
2009,2009.0,Import,Algeria,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1848865.0,,28.0000272,2.9999825,1.357107,103.8194992
2009,2009.0,Import,Algeria,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",27.0,,28.0000272,2.9999825,48.7411522,19.4528646
