yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Export,Algeria,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,2091.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2013,2013.0,Export,Algeria,France,35.0,Albuminoidal substances; modified starches; glues; enzymes,434.0,,28.0000272,2.9999825,46.603354,1.8883335
2013,2013.0,Export,Algeria,Germany,35.0,Albuminoidal substances; modified starches; glues; enzymes,556.0,,28.0000272,2.9999825,51.1638175,10.4478313
2013,2013.0,Export,Algeria,Italy,35.0,Albuminoidal substances; modified starches; glues; enzymes,1101.0,,28.0000272,2.9999825,42.6384261,12.674297
