yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Export,Algeria,World,64.0,Footwear; gaiters and the like; parts of such articles,71745.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2017,2017.0,Export,Algeria,Benin,64.0,Footwear; gaiters and the like; parts of such articles,30.0,,28.0000272,2.9999825,9.5293472,2.2584408
2017,2017.0,Export,Algeria,France,64.0,Footwear; gaiters and the like; parts of such articles,101.0,,28.0000272,2.9999825,46.603354,1.8883335
2017,2017.0,Export,Algeria,Mauritania,64.0,Footwear; gaiters and the like; parts of such articles,32205.0,,28.0000272,2.9999825,20.2540382,-9.2399263
2017,2017.0,Export,Algeria,Niger,64.0,Footwear; gaiters and the like; parts of such articles,385.0,,28.0000272,2.9999825,17.7356214,9.3238432
2017,2017.0,Export,Algeria,Tunisia,64.0,Footwear; gaiters and the like; parts of such articles,27704.0,,28.0000272,2.9999825,33.8439408,9.400138
2017,2017.0,Export,Algeria,Turkey,64.0,Footwear; gaiters and the like; parts of such articles,11316.0,,28.0000272,2.9999825,38.9597594,34.9249653
