yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue_export,Unnamed: 0_export,rtLat,rtLon,ptLat,ptLon,mid,TradeValue_import,Unnamed: 0_import
2006.0,2006.0,Export,United Arab Emirates,World,1.0,Live animals,22375106.0,,24.0002488,53.9994829,-36.8535712,174.7456809,1.02006.0United Arab Emirates,133985699.0,
2006.0,2006.0,Export,United Arab Emirates,World,2.0,Meat and edible meat offal,34803890.0,,24.0002488,53.9994829,-36.8535712,174.7456809,2.02006.0United Arab Emirates,524741256.0,
2006.0,2006.0,Export,United Arab Emirates,World,3.0,"Fish and crustaceans, molluscs and other aquatic invertebrates",60533128.0,,24.0002488,53.9994829,-36.8535712,174.7456809,3.02006.0United Arab Emirates,182387470.0,
2006.0,2006.0,Export,United Arab Emirates,World,4.0,Dairy produce; birds eggs; natural honey;,135748608.0,,24.0002488,53.9994829,-36.8535712,174.7456809,4.02006.0United Arab Emirates,526772385.0,
2006.0,2006.0,Export,United Arab Emirates,World,5.0,"Products of animal origin, not elsewhere specified",1263602.0,,24.0002488,53.9994829,-36.8535712,174.7456809,5.02006.0United Arab Emirates,2501660.0,
2006.0,2006.0,Export,United Arab Emirates,World,6.0,Live trees and other plants;,1945570.0,,24.0002488,53.9994829,-36.8535712,174.7456809,6.02006.0United Arab Emirates,30728415.0,
2006.0,2006.0,Export,United Arab Emirates,World,7.0,Edible vegetables and certain roots and tubers,80420952.0,,24.0002488,53.9994829,-36.8535712,174.7456809,7.02006.0United Arab Emirates,454875270.0,
2006.0,2006.0,Export,United Arab Emirates,World,8.0,Edible fruit and nuts; peel of citrus fruit or melons,269603491.0,,24.0002488,53.9994829,-36.8535712,174.7456809,8.02006.0United Arab Emirates,632628159.0,
2006.0,2006.0,Export,United Arab Emirates,World,9.0,"Coffee, tea, matΦ and spices",147977237.0,,24.0002488,53.9994829,-36.8535712,174.7456809,9.02006.0United Arab Emirates,396965600.0,
2006.0,2006.0,Export,United Arab Emirates,World,10.0,Cereals,129086314.0,,24.0002488,53.9994829,-36.8535712,174.7456809,10.02006.0United Arab Emirates,610774143.0,
2006.0,2006.0,Export,United Arab Emirates,World,11.0,Products of the milling industry; malt; starches; inulin,57993838.0,,24.0002488,53.9994829,-36.8535712,174.7456809,11.02006.0United Arab Emirates,69897685.0,
2006.0,2006.0,Export,United Arab Emirates,World,12.0,Oil seeds and oleaginous fruits,57754858.0,,24.0002488,53.9994829,-36.8535712,174.7456809,12.02006.0United Arab Emirates,244303016.0,
2006.0,2006.0,Export,United Arab Emirates,World,13.0,"Lac; gums, resins and other vegetable saps and extracts",5805262.0,,24.0002488,53.9994829,-36.8535712,174.7456809,13.02006.0United Arab Emirates,13524828.0,
2006.0,2006.0,Export,United Arab Emirates,World,14.0,Vegetable plaiting materials; vegetable products nes,2250544.0,,24.0002488,53.9994829,-36.8535712,174.7456809,14.02006.0United Arab Emirates,9091486.0,
2006.0,2006.0,Export,United Arab Emirates,World,15.0,Animal or vegetable fats and oils,188188718.0,,24.0002488,53.9994829,-36.8535712,174.7456809,15.02006.0United Arab Emirates,313086410.0,
2006.0,2006.0,Export,United Arab Emirates,World,16.0,"Preparations of meat, of fish or of crustaceans",36010195.0,,24.0002488,53.9994829,-36.8535712,174.7456809,16.02006.0United Arab Emirates,78320287.0,
2006.0,2006.0,Export,United Arab Emirates,World,17.0,Sugars and sugar confectionery,404844227.0,,24.0002488,53.9994829,-36.8535712,174.7456809,17.02006.0United Arab Emirates,686943712.0,
2006.0,2006.0,Export,United Arab Emirates,World,18.0,Cocoa and cocoa preparations,140004983.0,,24.0002488,53.9994829,-36.8535712,174.7456809,18.02006.0United Arab Emirates,155968235.0,
2006.0,2006.0,Export,United Arab Emirates,World,19.0,"Preparations of cereals, flour, starch or milk; bakers' wares",95624871.0,,24.0002488,53.9994829,-36.8535712,174.7456809,19.02006.0United Arab Emirates,196079409.0,
2006.0,2006.0,Export,United Arab Emirates,World,20.0,"Preparations of vegetables, fruit or nuts",98509398.0,,24.0002488,53.9994829,-36.8535712,174.7456809,20.02006.0United Arab Emirates,223939554.0,
2006.0,2006.0,Export,United Arab Emirates,World,21.0,Miscellaneous edible preparations,134480011.0,,24.0002488,53.9994829,-36.8535712,174.7456809,21.02006.0United Arab Emirates,358884078.0,
2006.0,2006.0,Export,United Arab Emirates,World,22.0,"Beverages, spirits and vinegar",90545646.0,,24.0002488,53.9994829,-36.8535712,174.7456809,22.02006.0United Arab Emirates,191421195.0,
2006.0,2006.0,Export,United Arab Emirates,World,23.0,Residues and waste from the food industries,31435596.0,,24.0002488,53.9994829,-36.8535712,174.7456809,23.02006.0United Arab Emirates,41237860.0,
2006.0,2006.0,Export,United Arab Emirates,World,24.0,Tobacco and manufactured tobacco substitutes,287117094.0,,24.0002488,53.9994829,-36.8535712,174.7456809,24.02006.0United Arab Emirates,296339185.0,
2006.0,2006.0,Export,United Arab Emirates,World,25.0,Salt; sulfur; earths and stone; plastering materials,1114775355.0,,24.0002488,53.9994829,-36.8535712,174.7456809,25.02006.0United Arab Emirates,711853543.0,
2006.0,2006.0,Export,United Arab Emirates,World,26.0,"Ores, slag and ash",15679727.0,,24.0002488,53.9994829,-36.8535712,174.7456809,26.02006.0United Arab Emirates,98278696.0,
2006.0,2006.0,Export,United Arab Emirates,World,27.0,"Mineral fuels, mineral oils and products of their distillation",72588463482.0,,24.0002488,53.9994829,-36.8535712,174.7456809,27.02006.0United Arab Emirates,877779097.0,
2006.0,2006.0,Export,United Arab Emirates,World,28.0,Inorganic chemicals,38048973.0,,24.0002488,53.9994829,-36.8535712,174.7456809,28.02006.0United Arab Emirates,799277093.0,
2006.0,2006.0,Export,United Arab Emirates,World,29.0,Organic chemicals,85035647.0,,24.0002488,53.9994829,-36.8535712,174.7456809,29.02006.0United Arab Emirates,431638615.0,
2006.0,2006.0,Export,United Arab Emirates,World,30.0,Pharmaceutical products,86526696.0,,24.0002488,53.9994829,-36.8535712,174.7456809,30.02006.0United Arab Emirates,652476555.0,
2006.0,2006.0,Export,United Arab Emirates,World,31.0,Fertilizers,17020264.0,,24.0002488,53.9994829,-36.8535712,174.7456809,31.02006.0United Arab Emirates,24695568.0,
2006.0,2006.0,Export,United Arab Emirates,World,32.0,Tanning or dyeing extracts,96438148.0,,24.0002488,53.9994829,-36.8535712,174.7456809,32.02006.0United Arab Emirates,375765505.0,
2006.0,2006.0,Export,United Arab Emirates,World,33.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",575032123.0,,24.0002488,53.9994829,-36.8535712,174.7456809,33.02006.0United Arab Emirates,1109588306.0,
2006.0,2006.0,Export,United Arab Emirates,World,34.0,"Soap, organic surface-active agents",120766103.0,,24.0002488,53.9994829,-36.8535712,174.7456809,34.02006.0United Arab Emirates,241250835.0,
2006.0,2006.0,Export,United Arab Emirates,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,8303564.0,,24.0002488,53.9994829,-36.8535712,174.7456809,35.02006.0United Arab Emirates,61769639.0,
2006.0,2006.0,Export,United Arab Emirates,World,36.0,Explosives; pyrotechnic products; matches,3010296.0,,24.0002488,53.9994829,-36.8535712,174.7456809,36.02006.0United Arab Emirates,13891376.0,
2006.0,2006.0,Export,United Arab Emirates,World,37.0,Photographic or cinematographic goods,61855141.0,,24.0002488,53.9994829,-36.8535712,174.7456809,37.02006.0United Arab Emirates,124012730.0,
2006.0,2006.0,Export,United Arab Emirates,World,38.0,Miscellaneous chemical products,107441804.0,,24.0002488,53.9994829,-36.8535712,174.7456809,38.02006.0United Arab Emirates,503223042.0,
2006.0,2006.0,Export,United Arab Emirates,World,39.0,Plastics and articles thereof,1060580627.0,,24.0002488,53.9994829,-36.8535712,174.7456809,39.02006.0United Arab Emirates,1978705370.0,
2006.0,2006.0,Export,United Arab Emirates,World,40.0,Rubber and articles thereof,573965142.0,,24.0002488,53.9994829,-36.8535712,174.7456809,40.02006.0United Arab Emirates,938900894.0,
2006.0,2006.0,Export,United Arab Emirates,World,41.0,Raw hides and skins (other than fur skins) and leather,15803939.0,,24.0002488,53.9994829,-36.8535712,174.7456809,41.02006.0United Arab Emirates,13003360.0,
2006.0,2006.0,Export,United Arab Emirates,World,42.0,Articles of leather; saddlery and harness,89291169.0,,24.0002488,53.9994829,-36.8535712,174.7456809,42.02006.0United Arab Emirates,315506730.0,
2006.0,2006.0,Export,United Arab Emirates,World,43.0,Fur skins and artificial fur; manufactures thereof,25321029.0,,24.0002488,53.9994829,-36.8535712,174.7456809,43.02006.0United Arab Emirates,47978011.0,
2006.0,2006.0,Export,United Arab Emirates,World,44.0,Wood and articles of wood; wood charcoal,169343971.0,,24.0002488,53.9994829,-36.8535712,174.7456809,44.02006.0United Arab Emirates,749555184.0,
2006.0,2006.0,Export,United Arab Emirates,World,45.0,Cork and articles of cork,20238410.0,,24.0002488,53.9994829,-36.8535712,174.7456809,45.02006.0United Arab Emirates,42631289.0,
2006.0,2006.0,Export,United Arab Emirates,World,46.0,"Manufactures of straw, of esparto or of other plaiting materials",11809206.0,,24.0002488,53.9994829,-36.8535712,174.7456809,46.02006.0United Arab Emirates,10709131.0,
2006.0,2006.0,Export,United Arab Emirates,World,47.0,Pulp of wood or of other fibrous cellulose material,34988983.0,,24.0002488,53.9994829,-36.8535712,174.7456809,47.02006.0United Arab Emirates,18931264.0,
2006.0,2006.0,Export,United Arab Emirates,World,48.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",138516678.0,,24.0002488,53.9994829,-36.8535712,174.7456809,48.02006.0United Arab Emirates,710584270.0,
2006.0,2006.0,Export,United Arab Emirates,World,49.0,"Printed books, newspapers, pictures and other products of the printing indu ...",77495854.0,,24.0002488,53.9994829,-36.8535712,174.7456809,49.02006.0United Arab Emirates,147181649.0,
2006.0,2006.0,Export,United Arab Emirates,World,50.0,Silk,16637573.0,,24.0002488,53.9994829,-36.8535712,174.7456809,50.02006.0United Arab Emirates,50688541.0,
2006.0,2006.0,Export,United Arab Emirates,World,51.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",13042206.0,,24.0002488,53.9994829,-36.8535712,174.7456809,51.02006.0United Arab Emirates,18361462.0,
2006.0,2006.0,Export,United Arab Emirates,World,52.0,Cotton,82183939.0,,24.0002488,53.9994829,-36.8535712,174.7456809,52.02006.0United Arab Emirates,181191440.0,
2006.0,2006.0,Export,United Arab Emirates,World,53.0,Other vegetable textile fibers; paper yarn and woven fabric of paper yarn,3299387.0,,24.0002488,53.9994829,-36.8535712,174.7456809,53.02006.0United Arab Emirates,16080470.0,
2006.0,2006.0,Export,United Arab Emirates,World,54.0,Man-made filaments,810670962.0,,24.0002488,53.9994829,-36.8535712,174.7456809,54.02006.0United Arab Emirates,821827320.0,
2006.0,2006.0,Export,United Arab Emirates,World,55.0,Man-made staple fibers,157122037.0,,24.0002488,53.9994829,-36.8535712,174.7456809,55.02006.0United Arab Emirates,388796169.0,
2006.0,2006.0,Export,United Arab Emirates,World,56.0,"Wadding, felt and non-wovens; special yarns, twine, cordage, ropes and cabl ...",18791030.0,,24.0002488,53.9994829,-36.8535712,174.7456809,56.02006.0United Arab Emirates,73509666.0,
2006.0,2006.0,Export,United Arab Emirates,World,57.0,Carpets and other textile floor coverings,52380243.0,,24.0002488,53.9994829,-36.8535712,174.7456809,57.02006.0United Arab Emirates,120096156.0,
2006.0,2006.0,Export,United Arab Emirates,World,58.0,"Special woven fabrics; tufted textile fabrics; lace, tapestries; trimmings; ...",61011456.0,,24.0002488,53.9994829,-36.8535712,174.7456809,58.02006.0United Arab Emirates,219762689.0,
2006.0,2006.0,Export,United Arab Emirates,World,59.0,"Impregnated, coated, covered or laminated textile fabrics",24180032.0,,24.0002488,53.9994829,-36.8535712,174.7456809,59.02006.0United Arab Emirates,48136275.0,
2006.0,2006.0,Export,United Arab Emirates,World,60.0,Knitted or crocheted fabrics,97302211.0,,24.0002488,53.9994829,-36.8535712,174.7456809,60.02006.0United Arab Emirates,112543230.0,
2006.0,2006.0,Export,United Arab Emirates,World,61.0,"Articles of apparel and clothing accessories, knitted or crocheted",321391108.0,,24.0002488,53.9994829,-36.8535712,174.7456809,61.02006.0United Arab Emirates,733992210.0,
2006.0,2006.0,Export,United Arab Emirates,World,62.0,"Articles of apparel and clothing accessories, not knitted or crocheted",514977580.0,,24.0002488,53.9994829,-36.8535712,174.7456809,62.02006.0United Arab Emirates,973624356.0,
2006.0,2006.0,Export,United Arab Emirates,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,249319257.0,,24.0002488,53.9994829,-36.8535712,174.7456809,63.02006.0United Arab Emirates,277554148.0,
2006.0,2006.0,Export,United Arab Emirates,World,64.0,"Footwear, gaiters and the like; parts of such articles",213349613.0,,24.0002488,53.9994829,-36.8535712,174.7456809,64.02006.0United Arab Emirates,467614225.0,
2006.0,2006.0,Export,United Arab Emirates,World,65.0,Headgear and parts thereof,7483530.0,,24.0002488,53.9994829,-36.8535712,174.7456809,65.02006.0United Arab Emirates,24197563.0,
2006.0,2006.0,Export,United Arab Emirates,World,66.0,"Umbrellas, sun umbrellas, walking sticks, seat sticks, whips, riding-crops",8081784.0,,24.0002488,53.9994829,-36.8535712,174.7456809,66.02006.0United Arab Emirates,6719590.0,
2006.0,2006.0,Export,United Arab Emirates,World,67.0,Prepared feathers and down and articles made of feathers or of down,12215675.0,,24.0002488,53.9994829,-36.8535712,174.7456809,67.02006.0United Arab Emirates,22346285.0,
2006.0,2006.0,Export,United Arab Emirates,World,68.0,"Articles of stone, plaster, cement, asbestos, mica or similar materials",116490449.0,,24.0002488,53.9994829,-36.8535712,174.7456809,68.02006.0United Arab Emirates,440077642.0,
2006.0,2006.0,Export,United Arab Emirates,World,69.0,Ceramic products,382685434.0,,24.0002488,53.9994829,-36.8535712,174.7456809,69.02006.0United Arab Emirates,380837504.0,
2006.0,2006.0,Export,United Arab Emirates,World,70.0,Glass and glassware,372408713.0,,24.0002488,53.9994829,-36.8535712,174.7456809,70.02006.0United Arab Emirates,762012770.0,
2006.0,2006.0,Export,United Arab Emirates,World,71.0,"Natural or cultured pearls, precious or semi-precious stones",8246715835.0,,24.0002488,53.9994829,-36.8535712,174.7456809,71.02006.0United Arab Emirates,14296030869.0,
2006.0,2006.0,Export,United Arab Emirates,World,72.0,Iron and steel,362847941.0,,24.0002488,53.9994829,-36.8535712,174.7456809,72.02006.0United Arab Emirates,3644136199.0,
2006.0,2006.0,Export,United Arab Emirates,World,73.0,Articles of iron or steel,724531783.0,,24.0002488,53.9994829,-36.8535712,174.7456809,73.02006.0United Arab Emirates,2708041943.0,
2006.0,2006.0,Export,United Arab Emirates,World,74.0,Copper and articles thereof,174373238.0,,24.0002488,53.9994829,-36.8535712,174.7456809,74.02006.0United Arab Emirates,870392399.0,
2006.0,2006.0,Export,United Arab Emirates,World,75.0,Nickel and articles thereof,7084508.0,,24.0002488,53.9994829,-36.8535712,174.7456809,75.02006.0United Arab Emirates,39568712.0,
2006.0,2006.0,Export,United Arab Emirates,World,76.0,Aluminum and articles thereof,824333574.0,,24.0002488,53.9994829,-36.8535712,174.7456809,76.02006.0United Arab Emirates,937325070.0,
2006.0,2006.0,Export,United Arab Emirates,World,78.0,Lead and articles thereof,8782983.0,,24.0002488,53.9994829,-36.8535712,174.7456809,78.02006.0United Arab Emirates,16532259.0,
2006.0,2006.0,Export,United Arab Emirates,World,79.0,Zinc and articles thereof,22507183.0,,24.0002488,53.9994829,-36.8535712,174.7456809,79.02006.0United Arab Emirates,104582845.0,
2006.0,2006.0,Export,United Arab Emirates,World,80.0,Tin and articles thereof,2079722.0,,24.0002488,53.9994829,-36.8535712,174.7456809,80.02006.0United Arab Emirates,14749701.0,
2006.0,2006.0,Export,United Arab Emirates,World,81.0,Other base metals; cermets; articles thereof,1527715.0,,24.0002488,53.9994829,-36.8535712,174.7456809,81.02006.0United Arab Emirates,27365253.0,
2006.0,2006.0,Export,United Arab Emirates,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal",146661759.0,,24.0002488,53.9994829,-36.8535712,174.7456809,82.02006.0United Arab Emirates,334895926.0,
