yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Saudi Arabia,World,59.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",1563882.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2009,2009.0,Re-Export,Saudi Arabia,Fmr Sudan,59.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",1514011.0,,25.6242618,42.3528328,18.046398,34.41288
2009,2009.0,Re-Export,Saudi Arabia,United Arab Emirates,59.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",49871.0,,25.6242618,42.3528328,24.0002488,53.9994829
