yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Armenia,World,81.0,Other base metals; cermets; articles thereof,17983110.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2005,2005.0,Export,Armenia,Georgia,81.0,Other base metals; cermets; articles thereof,17250.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2005,2005.0,Export,Armenia,Germany,81.0,Other base metals; cermets; articles thereof,6277872.0,,40.7696272,44.6736646,51.1638175,10.4478313
2005,2005.0,Export,Armenia,Netherlands,81.0,Other base metals; cermets; articles thereof,11654228.0,,40.7696272,44.6736646,52.2434979,5.6343227
2005,2005.0,Export,Armenia,Russian Federation,81.0,Other base metals; cermets; articles thereof,30000.0,,40.7696272,44.6736646,64.6863136,97.7453061
2005,2005.0,Export,Armenia,Switzerland,81.0,Other base metals; cermets; articles thereof,3760.0,,40.7696272,44.6736646,46.7985624,8.2319736
