yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Oman,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14143590.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2019,2019.0,Export,Oman,Afghanistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",925.0,,21.0000287,57.0036901,33.7680065,66.2385139
2019,2019.0,Export,Oman,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",139170.0,,21.0000287,57.0036901,-24.7761086,134.755
2019,2019.0,Export,Oman,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",53708.0,,21.0000287,57.0036901,47.59397,14.12456
2019,2019.0,Export,Oman,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13357.0,,21.0000287,57.0036901,26.1551249,50.5344606
2019,2019.0,Export,Oman,Bolivia (Plurinational State of),82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",22814.0,,21.0000287,57.0036901,-17.0568696,-64.9912286
2019,2019.0,Export,Oman,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",45412.0,,21.0000287,57.0036901,-10.3333333,-53.2
2019,2019.0,Export,Oman,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",405.0,,21.0000287,57.0036901,42.6073975,25.4856617
2019,2019.0,Export,Oman,Cameroon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",501.0,,21.0000287,57.0036901,4.6125522,13.1535811
2019,2019.0,Export,Oman,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2964.0,,21.0000287,57.0036901,61.0666922,-107.991707
2019,2019.0,Export,Oman,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10114.0,,21.0000287,57.0036901,-31.7613365,-71.3187697
