yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Algeria,World,4.0,Dairy produce; birds eggs; natural honey;,5385110.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2005,2005.0,Export,Algeria,Cabo Verde,4.0,Dairy produce; birds eggs; natural honey;,168664.0,,28.0000272,2.9999825,16.0000552,-24.0083947
2005,2005.0,Export,Algeria,France,4.0,Dairy produce; birds eggs; natural honey;,311.0,,28.0000272,2.9999825,46.603354,1.8883335
2005,2005.0,Export,Algeria,Ghana,4.0,Dairy produce; birds eggs; natural honey;,27658.0,,28.0000272,2.9999825,8.0300284,-1.0800271
2005,2005.0,Export,Algeria,Libya,4.0,Dairy produce; birds eggs; natural honey;,4370172.0,,28.0000272,2.9999825,26.8234472,18.1236723
2005,2005.0,Export,Algeria,Senegal,4.0,Dairy produce; birds eggs; natural honey;,5838.0,,28.0000272,2.9999825,14.4750607,-14.4529612
2005,2005.0,Export,Algeria,Tunisia,4.0,Dairy produce; birds eggs; natural honey;,812467.0,,28.0000272,2.9999825,33.8439408,9.400138
