yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Export,Algeria,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,1290.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2004,2004.0,Export,Algeria,Lebanon,35.0,Albuminoidal substances; modified starches; glues; enzymes,1173.0,,28.0000272,2.9999825,33.8750629,35.843409
2004,2004.0,Export,Algeria,Libya,35.0,Albuminoidal substances; modified starches; glues; enzymes,26.0,,28.0000272,2.9999825,26.8234472,18.1236723
2004,2004.0,Export,Algeria,Syria,35.0,Albuminoidal substances; modified starches; glues; enzymes,20.0,,28.0000272,2.9999825,34.6401861,39.0494106
2004,2004.0,Export,Algeria,Trinidad and Tobago,35.0,Albuminoidal substances; modified starches; glues; enzymes,71.0,,28.0000272,2.9999825,10.7466905,-61.0840075
