yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2021,2021.0,Export,Lebanon,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",245592007.0,,33.8750629,35.843409,-36.8535712,174.7456809
2021,2021.0,Export,Lebanon,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",549590.0,,33.8750629,35.843409,-11.8775768,17.5691241
2021,2021.0,Export,Lebanon,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",122405.0,,33.8750629,35.843409,-24.7761086,134.755
2021,2021.0,Export,Lebanon,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38681.0,,33.8750629,35.843409,47.59397,14.12456
2021,2021.0,Export,Lebanon,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",125470.0,,33.8750629,35.843409,26.1551249,50.5344606
2021,2021.0,Export,Lebanon,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3316.0,,33.8750629,35.843409,24.4769288,90.2934413
2021,2021.0,Export,Lebanon,Armenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",147835.0,,33.8750629,35.843409,40.7696272,44.6736646
2021,2021.0,Export,Lebanon,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1071941.0,,33.8750629,35.843409,50.6402809,4.6667145
2021,2021.0,Export,Lebanon,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",266155.0,,33.8750629,35.843409,42.6073975,25.4856617
2021,2021.0,Export,Lebanon,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",206374.0,,33.8750629,35.843409,4.6125522,13.1535811
2021,2021.0,Export,Lebanon,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",306261.0,,33.8750629,35.843409,61.0666922,-107.991707
2021,2021.0,Export,Lebanon,Central African Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",55207.0,,33.8750629,35.843409,,
2021,2021.0,Export,Lebanon,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30040.0,,33.8750629,35.843409,7.5554942,80.7137847
2021,2021.0,Export,Lebanon,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12918.0,,33.8750629,35.843409,-31.7613365,-71.3187697
2021,2021.0,Export,Lebanon,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36526.0,,33.8750629,35.843409,35.000074,104.999927
2021,2021.0,Export,Lebanon,Christmas Isds,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",152.0,,33.8750629,35.843409,,
2021,2021.0,Export,Lebanon,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35900.0,,33.8750629,35.843409,4.099917,-72.9088133
2021,2021.0,Export,Lebanon,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1917016.0,,33.8750629,35.843409,-2.9814344,23.8222636
2021,2021.0,Export,Lebanon,Cuba,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",805.0,,33.8750629,35.843409,23.0131338,-80.8328748
2021,2021.0,Export,Lebanon,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",242884.0,,33.8750629,35.843409,34.9823018,33.1451285
2021,2021.0,Export,Lebanon,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",609.0,,33.8750629,35.843409,49.7439047,15.3381061
2021,2021.0,Export,Lebanon,Benin,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",570295.0,,33.8750629,35.843409,9.5293472,2.2584408
2021,2021.0,Export,Lebanon,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",307893.0,,33.8750629,35.843409,55.670249,10.3333283
2021,2021.0,Export,Lebanon,Equatorial Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",98299.0,,33.8750629,35.843409,1.613172,10.5170357
2021,2021.0,Export,Lebanon,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1900.0,,33.8750629,35.843409,10.2116702,38.6521203
