yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Re-Export,Pakistan,World,4.0,Dairy produce; birds eggs; natural honey;,29447.0,,30.3308401,71.247499,-36.8535712,174.7456809
2007,2007.0,Re-Export,Pakistan,Austria,4.0,Dairy produce; birds eggs; natural honey;,1893.0,,30.3308401,71.247499,47.59397,14.12456
2007,2007.0,Re-Export,Pakistan,Bahrain,4.0,Dairy produce; birds eggs; natural honey;,425.0,,30.3308401,71.247499,26.1551249,50.5344606
2007,2007.0,Re-Export,Pakistan,Ireland,4.0,Dairy produce; birds eggs; natural honey;,2041.0,,30.3308401,71.247499,52.865196,-7.9794599
2007,2007.0,Re-Export,Pakistan,Singapore,4.0,Dairy produce; birds eggs; natural honey;,37.0,,30.3308401,71.247499,1.357107,103.8194992
2007,2007.0,Re-Export,Pakistan,United Arab Emirates,4.0,Dairy produce; birds eggs; natural honey;,25051.0,,30.3308401,71.247499,24.0002488,53.9994829
