yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Export,Georgia,World,4.0,Dairy produce; birds eggs; natural honey;,629830.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2008,2008.0,Export,Georgia,Azerbaijan,4.0,Dairy produce; birds eggs; natural honey;,485180.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2008,2008.0,Export,Georgia,Armenia,4.0,Dairy produce; birds eggs; natural honey;,64000.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2008,2008.0,Export,Georgia,France,4.0,Dairy produce; birds eggs; natural honey;,681.0,,32.3293809,-83.1137366,46.603354,1.8883335
2008,2008.0,Export,Georgia,Iraq,4.0,Dairy produce; birds eggs; natural honey;,75604.0,,32.3293809,-83.1137366,33.0955793,44.1749775
2008,2008.0,Export,Georgia,Japan,4.0,Dairy produce; birds eggs; natural honey;,230.0,,32.3293809,-83.1137366,36.5748441,139.2394179
2008,2008.0,Export,Georgia,Sierra Leone,4.0,Dairy produce; birds eggs; natural honey;,55.0,,32.3293809,-83.1137366,8.6400349,-11.8400269
2008,2008.0,Export,Georgia,USA,4.0,Dairy produce; birds eggs; natural honey;,4080.0,,32.3293809,-83.1137366,39.7837304,-100.445882
