yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Export,Jordan,World,36.0,Explosives; pyrotechnic products; matches,220414.0,,31.1667049,36.941628,-36.8535712,174.7456809
2006,2006.0,Export,Jordan,Saudi Arabia,36.0,Explosives; pyrotechnic products; matches,7616.0,,31.1667049,36.941628,25.6242618,42.3528328
2006,2006.0,Export,Jordan,Syria,36.0,Explosives; pyrotechnic products; matches,7600.0,,31.1667049,36.941628,34.6401861,39.0494106
2006,2006.0,Export,Jordan,USA,36.0,Explosives; pyrotechnic products; matches,205197.0,,31.1667049,36.941628,39.7837304,-100.445882
