yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Import,Comoros,World,81.0,Other base metals; cermets; articles thereof,93.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2008,2008.0,Import,Comoros,France,81.0,Other base metals; cermets; articles thereof,13.0,,-12.2045176,44.2832964,46.603354,1.8883335
2008,2008.0,Import,Comoros,United Arab Emirates,81.0,Other base metals; cermets; articles thereof,80.0,,-12.2045176,44.2832964,24.0002488,53.9994829
