yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Re-Export,Bahrain,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",685890464.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2014,2014.0,Re-Export,Bahrain,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26490.0,,26.1551249,50.5344606,41.000028,19.9999619
2014,2014.0,Re-Export,Bahrain,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1873752.0,,26.1551249,50.5344606,28.0000272,2.9999825
2014,2014.0,Re-Export,Bahrain,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6216066.0,,26.1551249,50.5344606,-11.8775768,17.5691241
2014,2014.0,Re-Export,Bahrain,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23841.0,,26.1551249,50.5344606,-24.7761086,134.755
2014,2014.0,Re-Export,Bahrain,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",194144.0,,26.1551249,50.5344606,47.59397,14.12456
2014,2014.0,Re-Export,Bahrain,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1763538.0,,26.1551249,50.5344606,24.4769288,90.2934413
2014,2014.0,Re-Export,Bahrain,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4176143.0,,26.1551249,50.5344606,50.6402809,4.6667145
2014,2014.0,Re-Export,Bahrain,Myanmar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",134919.0,,26.1551249,50.5344606,17.1750495,95.9999652
2014,2014.0,Re-Export,Bahrain,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6972.0,,26.1551249,50.5344606,4.6125522,13.1535811
2014,2014.0,Re-Export,Bahrain,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",180733.0,,26.1551249,50.5344606,61.0666922,-107.991707
2014,2014.0,Re-Export,Bahrain,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7947.0,,26.1551249,50.5344606,7.5554942,80.7137847
2014,2014.0,Re-Export,Bahrain,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",91739490.0,,26.1551249,50.5344606,35.000074,104.999927
2014,2014.0,Re-Export,Bahrain,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26490.0,,26.1551249,50.5344606,49.7439047,15.3381061
2014,2014.0,Re-Export,Bahrain,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3612848.0,,26.1551249,50.5344606,10.2116702,38.6521203
2014,2014.0,Re-Export,Bahrain,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",160530.0,,26.1551249,50.5344606,63.2467777,25.9209164
2014,2014.0,Re-Export,Bahrain,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76426.0,,26.1551249,50.5344606,46.603354,1.8883335
2014,2014.0,Re-Export,Bahrain,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2131982.0,,26.1551249,50.5344606,51.1638175,10.4478313
2014,2014.0,Re-Export,Bahrain,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",77114.0,,26.1551249,50.5344606,8.0300284,-1.0800271
2014,2014.0,Re-Export,Bahrain,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1763797.0,,26.1551249,50.5344606,22.350627,114.1849161
2014,2014.0,Re-Export,Bahrain,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4591840.0,,26.1551249,50.5344606,32.6475314,54.5643516
2014,2014.0,Re-Export,Bahrain,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3518269.0,,26.1551249,50.5344606,33.0955793,44.1749775
2014,2014.0,Re-Export,Bahrain,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42812.0,,26.1551249,50.5344606,42.6384261,12.674297
2014,2014.0,Re-Export,Bahrain,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9363.0,,26.1551249,50.5344606,36.5748441,139.2394179
2014,2014.0,Re-Export,Bahrain,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12780886.0,,26.1551249,50.5344606,31.1667049,36.941628
2014,2014.0,Re-Export,Bahrain,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1856051.0,,26.1551249,50.5344606,1.4419683,38.4313975
2014,2014.0,Re-Export,Bahrain,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",840119.0,,26.1551249,50.5344606,,
2014,2014.0,Re-Export,Bahrain,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12986065.0,,26.1551249,50.5344606,29.2733964,47.4979476
2014,2014.0,Re-Export,Bahrain,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",324842.0,,26.1551249,50.5344606,33.8750629,35.843409
2014,2014.0,Re-Export,Bahrain,Liberia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",124.0,,26.1551249,50.5344606,5.7499721,-9.3658524
2014,2014.0,Re-Export,Bahrain,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",640797.0,,26.1551249,50.5344606,26.8234472,18.1236723
2014,2014.0,Re-Export,Bahrain,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",197211.0,,26.1551249,50.5344606,4.5693754,102.2656823
2014,2014.0,Re-Export,Bahrain,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",931.0,,26.1551249,50.5344606,,
2014,2014.0,Re-Export,Bahrain,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",119205.0,,26.1551249,50.5344606,31.1728205,-7.3362482
2014,2014.0,Re-Export,Bahrain,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",830929.0,,26.1551249,50.5344606,21.0000287,57.0036901
2014,2014.0,Re-Export,Bahrain,Namibia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",957356.0,,26.1551249,50.5344606,-23.2335499,17.3231107
