yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Georgia,World,81.0,Other base metals; cermets; articles thereof,497.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2011,2011.0,Export,Georgia,Armenia,81.0,Other base metals; cermets; articles thereof,227.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2011,2011.0,Export,Georgia,Iran,81.0,Other base metals; cermets; articles thereof,270.0,,32.3293809,-83.1137366,32.6475314,54.5643516
