yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Export,Oman,World,36.0,Explosives; pyrotechnic products; matches,157998.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2009,2009.0,Export,Oman,Bahrain,36.0,Explosives; pyrotechnic products; matches,13004.0,,21.0000287,57.0036901,26.1551249,50.5344606
2009,2009.0,Export,Oman,Iran,36.0,Explosives; pyrotechnic products; matches,144994.0,,21.0000287,57.0036901,32.6475314,54.5643516
