yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Re-Export,Pakistan,World,64.0,Footwear; gaiters and the like; parts of such articles,15920.0,,30.3308401,71.247499,-36.8535712,174.7456809
2013,2013.0,Re-Export,Pakistan,Denmark,64.0,Footwear; gaiters and the like; parts of such articles,1145.0,,30.3308401,71.247499,55.670249,10.3333283
2013,2013.0,Re-Export,Pakistan,United Arab Emirates,64.0,Footwear; gaiters and the like; parts of such articles,14775.0,,30.3308401,71.247499,24.0002488,53.9994829
