yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Re-Export,Saudi Arabia,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,2042179.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2007,2007.0,Re-Export,Saudi Arabia,Djibouti,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,27482.0,,25.6242618,42.3528328,11.8145966,42.8453061
2007,2007.0,Re-Export,Saudi Arabia,Kenya,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,1089927.0,,25.6242618,42.3528328,1.4419683,38.4313975
2007,2007.0,Re-Export,Saudi Arabia,Lebanon,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,140610.0,,25.6242618,42.3528328,33.8750629,35.843409
2007,2007.0,Re-Export,Saudi Arabia,Spain,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,326578.0,,25.6242618,42.3528328,39.3260685,-4.8379791
2007,2007.0,Re-Export,Saudi Arabia,Fmr Sudan,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,273215.0,,25.6242618,42.3528328,18.046398,34.41288
2007,2007.0,Re-Export,Saudi Arabia,Syria,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,102456.0,,25.6242618,42.3528328,34.6401861,39.0494106
2007,2007.0,Re-Export,Saudi Arabia,United Rep. of Tanzania,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,81911.0,,25.6242618,42.3528328,,
