yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Iraq,World,25.0,Salt; sulfur; earths and stone; plastering materials,4069894.0,,33.0955793,44.1749775,-36.8535712,174.7456809
2012,2012.0,Export,Iraq,Jordan,25.0,Salt; sulfur; earths and stone; plastering materials,2432053.0,,33.0955793,44.1749775,31.1667049,36.941628
2012,2012.0,Export,Iraq,Lebanon,25.0,Salt; sulfur; earths and stone; plastering materials,1367841.0,,33.0955793,44.1749775,33.8750629,35.843409
2012,2012.0,Export,Iraq,Syria,25.0,Salt; sulfur; earths and stone; plastering materials,270000.0,,33.0955793,44.1749775,34.6401861,39.0494106
