yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,State of Palestine,World,84.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",9035727.0,,31.46242095,34.262716572130714,-36.8535712,174.7456809
2009,2009.0,Re-Export,State of Palestine,Algeria,84.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",108285.0,,31.46242095,34.262716572130714,28.0000272,2.9999825
2009,2009.0,Re-Export,State of Palestine,Israel,84.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",8196276.0,,31.46242095,34.262716572130714,30.8124247,34.8594762
2009,2009.0,Re-Export,State of Palestine,Jordan,84.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",711166.0,,31.46242095,34.262716572130714,31.1667049,36.941628
2009,2009.0,Re-Export,State of Palestine,United Arab Emirates,84.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",20000.0,,31.46242095,34.262716572130714,24.0002488,53.9994829
