,rtTitle,ptTitle,rgDesc,TradeValue
0,Cyprus,Afghanistan,Export,62849.0
1,Cyprus,Afghanistan,Import,109.0
2,Cyprus,Afghanistan,Re-Export,62849.0
3,Cyprus,Algeria,Export,2505684.0
4,Cyprus,Algeria,Import,51446.0
5,Cyprus,Algeria,Re-Export,112262.0
6,Cyprus,Armenia,Export,379333.0
7,Cyprus,Armenia,Import,76985.0
8,Cyprus,Armenia,Re-Export,31619.0
9,Cyprus,Azerbaijan,Export,222358.0
10,Cyprus,Bahrain,Export,1419483.0
11,Cyprus,Bahrain,Import,700098.0
12,Cyprus,Bahrain,Re-Export,203528.0
13,Cyprus,Comoros,Import,30.0
14,Cyprus,Cyprus,Import,72636.0
15,Cyprus,Cyprus,Re-Import,72636.0
16,Cyprus,Djibouti,Export,460826.0
17,Cyprus,Djibouti,Import,48936.0
18,Cyprus,Djibouti,Re-Export,460826.0
19,Cyprus,Fmr Sudan,Export,9046484.0
20,Cyprus,Fmr Sudan,Import,732256.0
21,Cyprus,Fmr Sudan,Re-Export,4667830.0
22,Cyprus,Georgia,Export,218565.0
23,Cyprus,Georgia,Import,27393521.0
24,Cyprus,Georgia,Re-Export,29202.0
25,Cyprus,Iraq,Export,19371218.0
26,Cyprus,Iraq,Re-Export,464767.0
27,Cyprus,Israel,Export,11317440.0
28,Cyprus,Israel,Import,252132903.0
29,Cyprus,Israel,Re-Export,6776101.0
30,Cyprus,Jordan,Export,16473139.0
31,Cyprus,Jordan,Import,2557828.0
32,Cyprus,Jordan,Re-Export,6297452.0
33,Cyprus,Kuwait,Export,4932559.0
34,Cyprus,Kuwait,Import,2007458.0
35,Cyprus,Kuwait,Re-Export,372521.0
36,Cyprus,Lebanon,Export,30585708.0
37,Cyprus,Lebanon,Import,22002384.0
38,Cyprus,Lebanon,Re-Export,22495335.0
39,Cyprus,Libya,Export,5734381.0
40,Cyprus,Libya,Re-Export,2174194.0
41,Cyprus,Malta,Export,7712222.0
42,Cyprus,Malta,Import,875882.0
43,Cyprus,Malta,Re-Export,819811.0
44,Cyprus,Mauritania,Export,15709.0
45,Cyprus,Mauritania,Import,22181.0
46,Cyprus,Mauritania,Re-Export,10121.0
47,Cyprus,Morocco,Export,725645.0
48,Cyprus,Morocco,Import,2929790.0
49,Cyprus,Morocco,Re-Export,392585.0
50,Cyprus,Oman,Export,3234826.0
51,Cyprus,Oman,Import,2354546.0
52,Cyprus,Oman,Re-Export,196418.0
53,Cyprus,Pakistan,Export,1622068.0
54,Cyprus,Pakistan,Import,6671669.0
55,Cyprus,Pakistan,Re-Export,942753.0
56,Cyprus,Qatar,Export,1732100.0
57,Cyprus,Qatar,Import,1735550.0
58,Cyprus,Qatar,Re-Export,70891.0
59,Cyprus,Saudi Arabia,Export,7933048.0
60,Cyprus,Saudi Arabia,Import,17918950.0
61,Cyprus,Saudi Arabia,Re-Export,815613.0
62,Cyprus,State of Palestine,Export,2364.0
63,Cyprus,State of Palestine,Import,23084.0
64,Cyprus,Syria,Export,11240585.0
65,Cyprus,Syria,Import,71898985.0
66,Cyprus,Syria,Re-Export,9549234.0
67,Cyprus,Turkey,Export,112783.0
68,Cyprus,Turkey,Import,9407071.0
69,Cyprus,Turkey,Re-Export,93240.0
70,Cyprus,United Arab Emirates,Export,54749498.0
71,Cyprus,United Arab Emirates,Import,41267499.0
72,Cyprus,United Arab Emirates,Re-Export,46166362.0
73,Cyprus,World,Export,1161692043.0
74,Cyprus,World,Import,5591078633.0
75,Cyprus,World,Re-Export,667230701.0
76,Cyprus,World,Re-Import,72636.0
77,Cyprus,Yemen,Export,1039130.0
78,Cyprus,Yemen,Import,29777.0
79,Cyprus,Yemen,Re-Export,82090.0
