yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2003,2003.0,Re-Export,Saudi Arabia,World,25.0,Salt; sulfur; earths and stone; plastering materials,614667.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2003,2003.0,Re-Export,Saudi Arabia,Eritrea,25.0,Salt; sulfur; earths and stone; plastering materials,31733.0,,25.6242618,42.3528328,15.9500319,37.9999668
2003,2003.0,Re-Export,Saudi Arabia,Libya,25.0,Salt; sulfur; earths and stone; plastering materials,48533.0,,25.6242618,42.3528328,26.8234472,18.1236723
2003,2003.0,Re-Export,Saudi Arabia,Oman,25.0,Salt; sulfur; earths and stone; plastering materials,31733.0,,25.6242618,42.3528328,21.0000287,57.0036901
2003,2003.0,Re-Export,Saudi Arabia,Fmr Sudan,25.0,Salt; sulfur; earths and stone; plastering materials,30667.0,,25.6242618,42.3528328,18.046398,34.41288
2003,2003.0,Re-Export,Saudi Arabia,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,294400.0,,25.6242618,42.3528328,24.0002488,53.9994829
2003,2003.0,Re-Export,Saudi Arabia,United Kingdom,25.0,Salt; sulfur; earths and stone; plastering materials,114667.0,,25.6242618,42.3528328,54.7023545,-3.2765753
2003,2003.0,Re-Export,Saudi Arabia,Yemen,25.0,Salt; sulfur; earths and stone; plastering materials,62933.0,,25.6242618,42.3528328,16.3471243,47.8915271
