yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Djibouti,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,895308.0,,,,-36.8535712,174.7456809
2009,2009.0,Re-Export,Djibouti,Ethiopia,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,53185.0,,,,10.2116702,38.6521203
2009,2009.0,Re-Export,Djibouti,Somalia,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,842123.0,,,,8.3676771,49.083416
