yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Oman,World,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,7859.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2016,2016.0,Re-Export,Oman,Bahrain,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,57.0,,21.0000287,57.0036901,26.1551249,50.5344606
2016,2016.0,Re-Export,Oman,United Arab Emirates,47.0,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,7802.0,,21.0000287,57.0036901,24.0002488,53.9994829
