yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Pakistan,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,8953273.0,,30.3308401,71.247499,-36.8535712,174.7456809
2011,2011.0,Export,Pakistan,Afghanistan,35.0,Albuminoidal substances; modified starches; glues; enzymes,51440.0,,30.3308401,71.247499,33.7680065,66.2385139
2011,2011.0,Export,Pakistan,Bahrain,35.0,Albuminoidal substances; modified starches; glues; enzymes,457.0,,30.3308401,71.247499,26.1551249,50.5344606
2011,2011.0,Export,Pakistan,Bangladesh,35.0,Albuminoidal substances; modified starches; glues; enzymes,446496.0,,30.3308401,71.247499,24.4769288,90.2934413
2011,2011.0,Export,Pakistan,Cameroon,35.0,Albuminoidal substances; modified starches; glues; enzymes,38713.0,,30.3308401,71.247499,4.6125522,13.1535811
2011,2011.0,Export,Pakistan,Sri Lanka,35.0,Albuminoidal substances; modified starches; glues; enzymes,4866.0,,30.3308401,71.247499,7.5554942,80.7137847
2011,2011.0,Export,Pakistan,China,35.0,Albuminoidal substances; modified starches; glues; enzymes,5459.0,,30.3308401,71.247499,35.000074,104.999927
2011,2011.0,Export,Pakistan,Djibouti,35.0,Albuminoidal substances; modified starches; glues; enzymes,61809.0,,30.3308401,71.247499,11.8145966,42.8453061
2011,2011.0,Export,Pakistan,Germany,35.0,Albuminoidal substances; modified starches; glues; enzymes,627938.0,,30.3308401,71.247499,51.1638175,10.4478313
2011,2011.0,Export,Pakistan,Iran,35.0,Albuminoidal substances; modified starches; glues; enzymes,2091594.0,,30.3308401,71.247499,32.6475314,54.5643516
2011,2011.0,Export,Pakistan,Kenya,35.0,Albuminoidal substances; modified starches; glues; enzymes,24653.0,,30.3308401,71.247499,1.4419683,38.4313975
2011,2011.0,Export,Pakistan,Kuwait,35.0,Albuminoidal substances; modified starches; glues; enzymes,5409.0,,30.3308401,71.247499,29.2733964,47.4979476
2011,2011.0,Export,Pakistan,Madagascar,35.0,Albuminoidal substances; modified starches; glues; enzymes,191973.0,,30.3308401,71.247499,-18.9249604,46.4416422
2011,2011.0,Export,Pakistan,Malaysia,35.0,Albuminoidal substances; modified starches; glues; enzymes,1944960.0,,30.3308401,71.247499,4.5693754,102.2656823
2011,2011.0,Export,Pakistan,Mozambique,35.0,Albuminoidal substances; modified starches; glues; enzymes,5639.0,,30.3308401,71.247499,-19.302233,34.9144977
2011,2011.0,Export,Pakistan,Oman,35.0,Albuminoidal substances; modified starches; glues; enzymes,304.0,,30.3308401,71.247499,21.0000287,57.0036901
2011,2011.0,Export,Pakistan,Qatar,35.0,Albuminoidal substances; modified starches; glues; enzymes,400.0,,30.3308401,71.247499,25.3336984,51.2295295
2011,2011.0,Export,Pakistan,Saudi Arabia,35.0,Albuminoidal substances; modified starches; glues; enzymes,99098.0,,30.3308401,71.247499,25.6242618,42.3528328
2011,2011.0,Export,Pakistan,India,35.0,Albuminoidal substances; modified starches; glues; enzymes,591681.0,,30.3308401,71.247499,22.3511148,78.6677428
2011,2011.0,Export,Pakistan,South Africa,35.0,Albuminoidal substances; modified starches; glues; enzymes,284992.0,,30.3308401,71.247499,-28.8166236,24.991639
2011,2011.0,Export,Pakistan,Switzerland,35.0,Albuminoidal substances; modified starches; glues; enzymes,14804.0,,30.3308401,71.247499,46.7985624,8.2319736
2011,2011.0,Export,Pakistan,Thailand,35.0,Albuminoidal substances; modified starches; glues; enzymes,66035.0,,30.3308401,71.247499,14.8971921,100.83273
2011,2011.0,Export,Pakistan,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,270749.0,,30.3308401,71.247499,24.0002488,53.9994829
2011,2011.0,Export,Pakistan,Tunisia,35.0,Albuminoidal substances; modified starches; glues; enzymes,589.0,,30.3308401,71.247499,33.8439408,9.400138
2011,2011.0,Export,Pakistan,Turkey,35.0,Albuminoidal substances; modified starches; glues; enzymes,1806276.0,,30.3308401,71.247499,38.9597594,34.9249653
2011,2011.0,Export,Pakistan,United Kingdom,35.0,Albuminoidal substances; modified starches; glues; enzymes,297026.0,,30.3308401,71.247499,54.7023545,-3.2765753
2011,2011.0,Export,Pakistan,United Rep. of Tanzania,35.0,Albuminoidal substances; modified starches; glues; enzymes,14933.0,,30.3308401,71.247499,,
2011,2011.0,Export,Pakistan,Yemen,35.0,Albuminoidal substances; modified starches; glues; enzymes,4978.0,,30.3308401,71.247499,16.3471243,47.8915271
