yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Import,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1744611166.0,,30.3308401,71.247499,-36.8535712,174.7456809
2015,2015.0,Import,Pakistan,Afghanistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",72707.0,,30.3308401,71.247499,33.7680065,66.2385139
2015,2015.0,Import,Pakistan,American Samoa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44.0,,30.3308401,71.247499,-14.297124,-170.7131481
2015,2015.0,Import,Pakistan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2275583.0,,30.3308401,71.247499,-24.7761086,134.755
2015,2015.0,Import,Pakistan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",360238.0,,30.3308401,71.247499,47.59397,14.12456
2015,2015.0,Import,Pakistan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12112.0,,30.3308401,71.247499,26.1551249,50.5344606
2015,2015.0,Import,Pakistan,Armenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1233.0,,30.3308401,71.247499,40.7696272,44.6736646
2015,2015.0,Import,Pakistan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28109.0,,30.3308401,71.247499,50.6402809,4.6667145
2015,2015.0,Import,Pakistan,Bhutan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1668.0,,30.3308401,71.247499,27.549511,90.5119273
2015,2015.0,Import,Pakistan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15784.0,,30.3308401,71.247499,-10.3333333,-53.2
2015,2015.0,Import,Pakistan,Solomon Isds,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18900.0,,30.3308401,71.247499,,
