yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Export,Israel,World,36.0,Explosives; pyrotechnic products; matches,1362000.0,,30.8124247,34.8594762,-36.8535712,174.7456809
2006,2006.0,Export,Israel,France,36.0,Explosives; pyrotechnic products; matches,2000.0,,30.8124247,34.8594762,46.603354,1.8883335
2006,2006.0,Export,Israel,USA,36.0,Explosives; pyrotechnic products; matches,1360000.0,,30.8124247,34.8594762,39.7837304,-100.445882
