yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Armenia,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12497276.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2020,2020.0,Export,Armenia,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",439605.0,,40.7696272,44.6736646,47.59397,14.12456
2020,2020.0,Export,Armenia,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28634.0,,40.7696272,44.6736646,50.6402809,4.6667145
2020,2020.0,Export,Armenia,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",656915.0,,40.7696272,44.6736646,42.6073975,25.4856617
2020,2020.0,Export,Armenia,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",81423.0,,40.7696272,44.6736646,53.4250605,27.6971358
2020,2020.0,Export,Armenia,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2707224.0,,40.7696272,44.6736646,35.000074,104.999927
2020,2020.0,Export,Armenia,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1397501.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2020,2020.0,Export,Armenia,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1506157.0,,40.7696272,44.6736646,51.1638175,10.4478313
2020,2020.0,Export,Armenia,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",569879.0,,40.7696272,44.6736646,32.6475314,54.5643516
2020,2020.0,Export,Armenia,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16022.0,,40.7696272,44.6736646,52.215933,19.134422
2020,2020.0,Export,Armenia,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4949462.0,,40.7696272,44.6736646,64.6863136,97.7453061
2020,2020.0,Export,Armenia,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9344.0,,40.7696272,44.6736646,59.6749712,14.5208584
2020,2020.0,Export,Armenia,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",133158.0,,40.7696272,44.6736646,24.0002488,53.9994829
2020,2020.0,Export,Armenia,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1271.0,,40.7696272,44.6736646,54.7023545,-3.2765753
2020,2020.0,Export,Armenia,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",675.0,,40.7696272,44.6736646,39.7837304,-100.445882
