yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Import,Afghanistan,World,36.0,Explosives; pyrotechnic products; matches,2053092.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2009,2009.0,Import,Afghanistan,Kazakhstan,36.0,Explosives; pyrotechnic products; matches,38830.0,,33.7680065,66.2385139,48.1012954,66.7780818
2009,2009.0,Import,Afghanistan,Pakistan,36.0,Explosives; pyrotechnic products; matches,134515.0,,33.7680065,66.2385139,30.3308401,71.247499
2009,2009.0,Import,Afghanistan,Russian Federation,36.0,Explosives; pyrotechnic products; matches,1590475.0,,33.7680065,66.2385139,64.6863136,97.7453061
2009,2009.0,Import,Afghanistan,Tajikistan,36.0,Explosives; pyrotechnic products; matches,35587.0,,33.7680065,66.2385139,38.6281733,70.8156541
2009,2009.0,Import,Afghanistan,Uzbekistan,36.0,Explosives; pyrotechnic products; matches,253685.0,,33.7680065,66.2385139,41.32373,63.9528098
