yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Export,Armenia,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2989558.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2014,2014.0,Export,Armenia,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9681.0,,40.7696272,44.6736646,50.6402809,4.6667145
2014,2014.0,Export,Armenia,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9126.0,,40.7696272,44.6736646,61.0666922,-107.991707
2014,2014.0,Export,Armenia,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4646.0,,40.7696272,44.6736646,46.603354,1.8883335
2014,2014.0,Export,Armenia,Georgia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",25191.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2014,2014.0,Export,Armenia,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",200.0,,40.7696272,44.6736646,51.1638175,10.4478313
2014,2014.0,Export,Armenia,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",783543.0,,40.7696272,44.6736646,32.6475314,54.5643516
2014,2014.0,Export,Armenia,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",395.0,,40.7696272,44.6736646,52.865196,-7.9794599
2014,2014.0,Export,Armenia,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",37478.0,,40.7696272,44.6736646,48.1012954,66.7780818
2014,2014.0,Export,Armenia,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1921295.0,,40.7696272,44.6736646,56.8406494,24.7537645
2014,2014.0,Export,Armenia,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",121610.0,,40.7696272,44.6736646,55.3500003,23.7499997
2014,2014.0,Export,Armenia,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5496.0,,40.7696272,44.6736646,64.6863136,97.7453061
2014,2014.0,Export,Armenia,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12510.0,,40.7696272,44.6736646,59.6749712,14.5208584
2014,2014.0,Export,Armenia,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1868.0,,40.7696272,44.6736646,46.7985624,8.2319736
2014,2014.0,Export,Armenia,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6000.0,,40.7696272,44.6736646,24.0002488,53.9994829
2014,2014.0,Export,Armenia,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1308.0,,40.7696272,44.6736646,38.9597594,34.9249653
2014,2014.0,Export,Armenia,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",32590.0,,40.7696272,44.6736646,54.7023545,-3.2765753
2014,2014.0,Export,Armenia,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",16622.0,,40.7696272,44.6736646,39.7837304,-100.445882
