,rtTitle,ptTitle,rgDesc,TradeValue
0,Fmr Sudan,Afghanistan,Export,75000.0
1,Fmr Sudan,Afghanistan,Import,1581967.0
2,Fmr Sudan,Algeria,Export,383182.0
3,Fmr Sudan,Algeria,Import,29270464.0
4,Fmr Sudan,Armenia,Import,236645.0
5,Fmr Sudan,Bahrain,Export,8861.0
6,Fmr Sudan,Bahrain,Import,14825698.0
7,Fmr Sudan,Cyprus,Export,1000.0
8,Fmr Sudan,Cyprus,Import,10996250.0
9,Fmr Sudan,Cyprus,Re-Export,1000.0
10,Fmr Sudan,Djibouti,Import,14480.0
11,Fmr Sudan,Georgia,Import,451323.0
12,Fmr Sudan,Iraq,Export,50494028.0
13,Fmr Sudan,Iraq,Import,567730.0
14,Fmr Sudan,Iraq,Re-Export,275245.0
15,Fmr Sudan,Jordan,Export,41366637.0
16,Fmr Sudan,Jordan,Import,87594654.0
17,Fmr Sudan,Jordan,Re-Export,4.0
18,Fmr Sudan,Kuwait,Export,1278159.0
19,Fmr Sudan,Kuwait,Import,19308155.0
20,Fmr Sudan,Kuwait,Re-Export,11781.0
21,Fmr Sudan,Lebanon,Export,18142415.0
22,Fmr Sudan,Lebanon,Import,35856895.0
23,Fmr Sudan,Lebanon,Re-Export,1001.0
24,Fmr Sudan,Libya,Export,1798194.0
25,Fmr Sudan,Libya,Import,16139725.0
26,Fmr Sudan,Malta,Import,616502.0
27,Fmr Sudan,Morocco,Export,2.0
28,Fmr Sudan,Morocco,Import,1214027.0
29,Fmr Sudan,Oman,Export,220146.0
30,Fmr Sudan,Oman,Import,19834929.0
31,Fmr Sudan,Oman,Re-Export,139967.0
32,Fmr Sudan,Pakistan,Export,5205908.0
33,Fmr Sudan,Pakistan,Import,96339321.0
34,Fmr Sudan,Pakistan,Re-Export,101.0
35,Fmr Sudan,Qatar,Export,437379.0
36,Fmr Sudan,Qatar,Import,22034270.0
37,Fmr Sudan,Saudi Arabia,Export,143326376.0
38,Fmr Sudan,Saudi Arabia,Import,660751134.0
39,Fmr Sudan,Saudi Arabia,Re-Export,162635.0
40,Fmr Sudan,Syria,Export,11607162.0
41,Fmr Sudan,Syria,Import,151686320.0
42,Fmr Sudan,Syria,Re-Export,4999.0
43,Fmr Sudan,Turkey,Export,2569008.0
44,Fmr Sudan,Turkey,Import,212250389.0
45,Fmr Sudan,Turkey,Re-Export,79082.0
46,Fmr Sudan,United Arab Emirates,Export,1425153788.0
47,Fmr Sudan,United Arab Emirates,Import,1391163770.0
48,Fmr Sudan,United Arab Emirates,Re-Export,6968758.0
49,Fmr Sudan,World,Export,11529254971.0
50,Fmr Sudan,World,Import,11874755636.0
51,Fmr Sudan,World,Re-Export,11945709.0
52,Fmr Sudan,Yemen,Export,2613613.0
53,Fmr Sudan,Yemen,Import,175730553.0
54,Fmr Sudan,Yemen,Re-Export,20072.0
