yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Export,Oman,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,1050352.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2009,2009.0,Export,Oman,Bahrain,35.0,Albuminoidal substances; modified starches; glues; enzymes,259956.0,,21.0000287,57.0036901,26.1551249,50.5344606
2009,2009.0,Export,Oman,Iran,35.0,Albuminoidal substances; modified starches; glues; enzymes,64109.0,,21.0000287,57.0036901,32.6475314,54.5643516
2009,2009.0,Export,Oman,Kuwait,35.0,Albuminoidal substances; modified starches; glues; enzymes,68874.0,,21.0000287,57.0036901,29.2733964,47.4979476
2009,2009.0,Export,Oman,Qatar,35.0,Albuminoidal substances; modified starches; glues; enzymes,418783.0,,21.0000287,57.0036901,25.3336984,51.2295295
2009,2009.0,Export,Oman,Saudi Arabia,35.0,Albuminoidal substances; modified starches; glues; enzymes,61693.0,,21.0000287,57.0036901,25.6242618,42.3528328
2009,2009.0,Export,Oman,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,174825.0,,21.0000287,57.0036901,24.0002488,53.9994829
2009,2009.0,Export,Oman,Egypt,35.0,Albuminoidal substances; modified starches; glues; enzymes,2112.0,,21.0000287,57.0036901,26.2540493,29.2675469
