yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Re-Export,Qatar,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,218933.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2019,2019.0,Re-Export,Qatar,Australia,35.0,Albuminoidal substances; modified starches; glues; enzymes,86529.0,,25.3336984,51.2295295,-24.7761086,134.755
2019,2019.0,Re-Export,Qatar,Iraq,35.0,Albuminoidal substances; modified starches; glues; enzymes,33840.0,,25.3336984,51.2295295,33.0955793,44.1749775
2019,2019.0,Re-Export,Qatar,Oman,35.0,Albuminoidal substances; modified starches; glues; enzymes,98563.0,,25.3336984,51.2295295,21.0000287,57.0036901
