yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Export,Bahrain,World,25.0,Salt; sulfur; earths and stone; plastering materials,818052.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2006,2006.0,Export,Bahrain,Kuwait,25.0,Salt; sulfur; earths and stone; plastering materials,5.0,,26.1551249,50.5344606,29.2733964,47.4979476
2006,2006.0,Export,Bahrain,Qatar,25.0,Salt; sulfur; earths and stone; plastering materials,12588.0,,26.1551249,50.5344606,25.3336984,51.2295295
2006,2006.0,Export,Bahrain,Saudi Arabia,25.0,Salt; sulfur; earths and stone; plastering materials,53965.0,,26.1551249,50.5344606,25.6242618,42.3528328
2006,2006.0,Export,Bahrain,India,25.0,Salt; sulfur; earths and stone; plastering materials,707565.0,,26.1551249,50.5344606,22.3511148,78.6677428
2006,2006.0,Export,Bahrain,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,39915.0,,26.1551249,50.5344606,24.0002488,53.9994829
2006,2006.0,Export,Bahrain,Bunkers,25.0,Salt; sulfur; earths and stone; plastering materials,1519.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
2006,2006.0,Export,Bahrain,Special Categories,25.0,Salt; sulfur; earths and stone; plastering materials,2495.0,,26.1551249,50.5344606,,
