yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Malta,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1973601.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2016,2016.0,Export,Malta,Afghanistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1761.0,,35.8885993,14.4476911,33.7680065,66.2385139
2016,2016.0,Export,Malta,Azerbaijan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",20268.0,,35.8885993,14.4476911,40.3936294,47.7872508
2016,2016.0,Export,Malta,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6303.0,,35.8885993,14.4476911,-24.7761086,134.755
2016,2016.0,Export,Malta,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",491.0,,35.8885993,14.4476911,26.1551249,50.5344606
2016,2016.0,Export,Malta,Bangladesh,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1165.0,,35.8885993,14.4476911,24.4769288,90.2934413
2016,2016.0,Export,Malta,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",146.0,,35.8885993,14.4476911,42.6073975,25.4856617
2016,2016.0,Export,Malta,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",543.0,,35.8885993,14.4476911,61.0666922,-107.991707
2016,2016.0,Export,Malta,Sri Lanka,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1221.0,,35.8885993,14.4476911,7.5554942,80.7137847
2016,2016.0,Export,Malta,Chad,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",583.0,,35.8885993,14.4476911,15.6134137,19.0156172
2016,2016.0,Export,Malta,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",37.0,,35.8885993,14.4476911,35.000074,104.999927
