yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,Malta,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",173786243.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2014,2014.0,Import,Malta,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",265.0,,35.8885993,14.4476911,-34.9964963,-64.9672817
2014,2014.0,Import,Malta,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",65160.0,,35.8885993,14.4476911,-24.7761086,134.755
2014,2014.0,Import,Malta,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",483766.0,,35.8885993,14.4476911,47.59397,14.12456
2014,2014.0,Import,Malta,Bahamas,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",256.0,,35.8885993,14.4476911,24.7736546,-78.0000547
2014,2014.0,Import,Malta,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33153.0,,35.8885993,14.4476911,26.1551249,50.5344606
2014,2014.0,Import,Malta,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7076916.0,,35.8885993,14.4476911,50.6402809,4.6667145
2014,2014.0,Import,Malta,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12179.0,,35.8885993,14.4476911,-10.3333333,-53.2
2014,2014.0,Import,Malta,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26383.0,,35.8885993,14.4476911,42.6073975,25.4856617
2014,2014.0,Import,Malta,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14345.0,,35.8885993,14.4476911,61.0666922,-107.991707
2014,2014.0,Import,Malta,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",65577.0,,35.8885993,14.4476911,7.5554942,80.7137847
2014,2014.0,Import,Malta,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1725869.0,,35.8885993,14.4476911,35.000074,104.999927
2014,2014.0,Import,Malta,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13.0,,35.8885993,14.4476911,45.5643442,17.0118954
2014,2014.0,Import,Malta,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",89940.0,,35.8885993,14.4476911,34.9823018,33.1451285
2014,2014.0,Import,Malta,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1234565.0,,35.8885993,14.4476911,49.7439047,15.3381061
2014,2014.0,Import,Malta,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",307824.0,,35.8885993,14.4476911,55.670249,10.3333283
2014,2014.0,Import,Malta,Fiji,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",219.0,,35.8885993,14.4476911,-18.1239696,179.0122737
2014,2014.0,Import,Malta,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35243.0,,35.8885993,14.4476911,63.2467777,25.9209164
2014,2014.0,Import,Malta,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16047293.0,,35.8885993,14.4476911,46.603354,1.8883335
