yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Libya,World,81.0,Other base metals; cermets; articles thereof,447223.0,,26.8234472,18.1236723,-36.8535712,174.7456809
2018,2018.0,Export,Libya,Netherlands,81.0,Other base metals; cermets; articles thereof,5301.0,,26.8234472,18.1236723,52.2434979,5.6343227
2018,2018.0,Export,Libya,Singapore,81.0,Other base metals; cermets; articles thereof,28752.0,,26.8234472,18.1236723,1.357107,103.8194992
2018,2018.0,Export,Libya,Turkey,81.0,Other base metals; cermets; articles thereof,413170.0,,26.8234472,18.1236723,38.9597594,34.9249653
