yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Jordan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",146439386.0,,31.1667049,36.941628,-36.8535712,174.7456809
2016,2016.0,Re-Export,Jordan,Afghanistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",675.0,,31.1667049,36.941628,33.7680065,66.2385139
2016,2016.0,Re-Export,Jordan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1168.0,,31.1667049,36.941628,-24.7761086,134.755
2016,2016.0,Re-Export,Jordan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",98592.0,,31.1667049,36.941628,26.1551249,50.5344606
2016,2016.0,Re-Export,Jordan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",126761.0,,31.1667049,36.941628,50.6402809,4.6667145
2016,2016.0,Re-Export,Jordan,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14085.0,,31.1667049,36.941628,44.3053476,17.5961467
2016,2016.0,Re-Export,Jordan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14085.0,,31.1667049,36.941628,-10.3333333,-53.2
2016,2016.0,Re-Export,Jordan,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",140845.0,,31.1667049,36.941628,4.6125522,13.1535811
2016,2016.0,Re-Export,Jordan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112676.0,,31.1667049,36.941628,61.0666922,-107.991707
2016,2016.0,Re-Export,Jordan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",276227.0,,31.1667049,36.941628,35.000074,104.999927
2016,2016.0,Re-Export,Jordan,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3489.0,,31.1667049,36.941628,34.9823018,33.1451285
