yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Re-Export,Oman,World,25.0,Salt; sulfur; earths and stone; plastering materials,929402.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2008,2008.0,Re-Export,Oman,Germany,25.0,Salt; sulfur; earths and stone; plastering materials,120.0,,21.0000287,57.0036901,51.1638175,10.4478313
2008,2008.0,Re-Export,Oman,Japan,25.0,Salt; sulfur; earths and stone; plastering materials,99.0,,21.0000287,57.0036901,36.5748441,139.2394179
2008,2008.0,Re-Export,Oman,Saudi Arabia,25.0,Salt; sulfur; earths and stone; plastering materials,130.0,,21.0000287,57.0036901,25.6242618,42.3528328
2008,2008.0,Re-Export,Oman,South Africa,25.0,Salt; sulfur; earths and stone; plastering materials,130.0,,21.0000287,57.0036901,-28.8166236,24.991639
2008,2008.0,Re-Export,Oman,Syria,25.0,Salt; sulfur; earths and stone; plastering materials,260.0,,21.0000287,57.0036901,34.6401861,39.0494106
2008,2008.0,Re-Export,Oman,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,924867.0,,21.0000287,57.0036901,24.0002488,53.9994829
2008,2008.0,Re-Export,Oman,United Rep. of Tanzania,25.0,Salt; sulfur; earths and stone; plastering materials,3797.0,,21.0000287,57.0036901,,
