yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Import,Libya,World,81.0,Other base metals; cermets; articles thereof,77001.0,,26.8234472,18.1236723,-36.8535712,174.7456809
2018,2018.0,Import,Libya,Brazil,81.0,Other base metals; cermets; articles thereof,959.0,,26.8234472,18.1236723,-10.3333333,-53.2
2018,2018.0,Import,Libya,China,81.0,Other base metals; cermets; articles thereof,5800.0,,26.8234472,18.1236723,35.000074,104.999927
2018,2018.0,Import,Libya,Germany,81.0,Other base metals; cermets; articles thereof,5523.0,,26.8234472,18.1236723,51.1638175,10.4478313
2018,2018.0,Import,Libya,Italy,81.0,Other base metals; cermets; articles thereof,17725.0,,26.8234472,18.1236723,42.6384261,12.674297
2018,2018.0,Import,Libya,Netherlands,81.0,Other base metals; cermets; articles thereof,7645.0,,26.8234472,18.1236723,52.2434979,5.6343227
2018,2018.0,Import,Libya,United Arab Emirates,81.0,Other base metals; cermets; articles thereof,10528.0,,26.8234472,18.1236723,24.0002488,53.9994829
2018,2018.0,Import,Libya,Tunisia,81.0,Other base metals; cermets; articles thereof,4126.0,,26.8234472,18.1236723,33.8439408,9.400138
2018,2018.0,Import,Libya,Turkey,81.0,Other base metals; cermets; articles thereof,24691.0,,26.8234472,18.1236723,38.9597594,34.9249653
