yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Armenia,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,65441.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2011,2011.0,Export,Armenia,France,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,1514.0,,40.7696272,44.6736646,46.603354,1.8883335
2011,2011.0,Export,Armenia,Georgia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,4710.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2011,2011.0,Export,Armenia,Russian Federation,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,36148.0,,40.7696272,44.6736646,64.6863136,97.7453061
2011,2011.0,Export,Armenia,USA,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,23068.0,,40.7696272,44.6736646,39.7837304,-100.445882
