yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Import,Jordan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2073924763.0,,31.1667049,36.941628,-36.8535712,174.7456809
2017,2017.0,Import,Jordan,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20916.0,,31.1667049,36.941628,-34.9964963,-64.9672817
2017,2017.0,Import,Jordan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",797748.0,,31.1667049,36.941628,-24.7761086,134.755
2017,2017.0,Import,Jordan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4531465.0,,31.1667049,36.941628,47.59397,14.12456
2017,2017.0,Import,Jordan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1660.0,,31.1667049,36.941628,26.1551249,50.5344606
2017,2017.0,Import,Jordan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1323289.0,,31.1667049,36.941628,50.6402809,4.6667145
2017,2017.0,Import,Jordan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1076466.0,,31.1667049,36.941628,-10.3333333,-53.2
2017,2017.0,Import,Jordan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",157342.0,,31.1667049,36.941628,42.6073975,25.4856617
2017,2017.0,Import,Jordan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14647625.0,,31.1667049,36.941628,61.0666922,-107.991707
2017,2017.0,Import,Jordan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29093670.0,,31.1667049,36.941628,35.000074,104.999927
2017,2017.0,Import,Jordan,Costa Rica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",69.0,,31.1667049,36.941628,10.2735633,-84.0739102
2017,2017.0,Import,Jordan,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",347.0,,31.1667049,36.941628,45.5643442,17.0118954
2017,2017.0,Import,Jordan,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1169.0,,31.1667049,36.941628,34.9823018,33.1451285
2017,2017.0,Import,Jordan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",721343.0,,31.1667049,36.941628,49.7439047,15.3381061
2017,2017.0,Import,Jordan,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24177.0,,31.1667049,36.941628,55.670249,10.3333283
2017,2017.0,Import,Jordan,El Salvador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",983.0,,31.1667049,36.941628,13.8000382,-88.9140683
2017,2017.0,Import,Jordan,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1126.0,,31.1667049,36.941628,58.7523778,25.3319078
2017,2017.0,Import,Jordan,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11395.0,,31.1667049,36.941628,63.2467777,25.9209164
2017,2017.0,Import,Jordan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13833394.0,,31.1667049,36.941628,46.603354,1.8883335
2017,2017.0,Import,Jordan,State of Palestine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23666.0,,31.1667049,36.941628,31.46242095,34.262716572130714
2017,2017.0,Import,Jordan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",261224874.0,,31.1667049,36.941628,51.1638175,10.4478313
2017,2017.0,Import,Jordan,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",778774.0,,31.1667049,36.941628,38.9953683,21.9877132
2017,2017.0,Import,Jordan,Haiti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7042.0,,31.1667049,36.941628,19.1399952,-72.3570972
2017,2017.0,Import,Jordan,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",633.0,,31.1667049,36.941628,22.350627,114.1849161
2017,2017.0,Import,Jordan,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1345565.0,,31.1667049,36.941628,47.1817585,19.5060937
2017,2017.0,Import,Jordan,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2859330.0,,31.1667049,36.941628,-2.4833826,117.8902853
