yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Re-Export,Jordan,World,25.0,Salt; sulfur; earths and stone; plastering materials,3283386.0,,31.1667049,36.941628,-36.8535712,174.7456809
2005,2005.0,Re-Export,Jordan,State of Palestine,25.0,Salt; sulfur; earths and stone; plastering materials,27705.0,,31.1667049,36.941628,31.46242095,34.262716572130714
2005,2005.0,Re-Export,Jordan,Germany,25.0,Salt; sulfur; earths and stone; plastering materials,1920.0,,31.1667049,36.941628,51.1638175,10.4478313
2005,2005.0,Re-Export,Jordan,Iraq,25.0,Salt; sulfur; earths and stone; plastering materials,255017.0,,31.1667049,36.941628,33.0955793,44.1749775
2005,2005.0,Re-Export,Jordan,Israel,25.0,Salt; sulfur; earths and stone; plastering materials,15201.0,,31.1667049,36.941628,30.8124247,34.8594762
2005,2005.0,Re-Export,Jordan,Lebanon,25.0,Salt; sulfur; earths and stone; plastering materials,1900.0,,31.1667049,36.941628,33.8750629,35.843409
2005,2005.0,Re-Export,Jordan,Saudi Arabia,25.0,Salt; sulfur; earths and stone; plastering materials,10191.0,,31.1667049,36.941628,25.6242618,42.3528328
2005,2005.0,Re-Export,Jordan,Fmr Sudan,25.0,Salt; sulfur; earths and stone; plastering materials,50821.0,,31.1667049,36.941628,18.046398,34.41288
2005,2005.0,Re-Export,Jordan,Egypt,25.0,Salt; sulfur; earths and stone; plastering materials,5396.0,,31.1667049,36.941628,26.2540493,29.2675469
2005,2005.0,Re-Export,Jordan,Free Zones,25.0,Salt; sulfur; earths and stone; plastering materials,2915236.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
