yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Export,Cyprus,World,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",270896.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2017,2017.0,Export,Cyprus,Australia,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",29040.0,,34.9823018,33.1451285,-24.7761086,134.755
2017,2017.0,Export,Cyprus,Greece,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",67324.0,,34.9823018,33.1451285,38.9953683,21.9877132
2017,2017.0,Export,Cyprus,Israel,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1777.0,,34.9823018,33.1451285,30.8124247,34.8594762
2017,2017.0,Export,Cyprus,Lebanon,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",67807.0,,34.9823018,33.1451285,33.8750629,35.843409
2017,2017.0,Export,Cyprus,United Arab Emirates,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",5685.0,,34.9823018,33.1451285,24.0002488,53.9994829
2017,2017.0,Export,Cyprus,United Kingdom,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",83761.0,,34.9823018,33.1451285,54.7023545,-3.2765753
2017,2017.0,Export,Cyprus,USA,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",15498.0,,34.9823018,33.1451285,39.7837304,-100.445882
