yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2003,2003.0,Re-Export,Saudi Arabia,World,36.0,Explosives; pyrotechnic products; matches,3847471.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2003,2003.0,Re-Export,Saudi Arabia,Belgium,36.0,Explosives; pyrotechnic products; matches,266667.0,,25.6242618,42.3528328,50.6402809,4.6667145
2003,2003.0,Re-Export,Saudi Arabia,France,36.0,Explosives; pyrotechnic products; matches,3525604.0,,25.6242618,42.3528328,46.603354,1.8883335
2003,2003.0,Re-Export,Saudi Arabia,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches,55200.0,,25.6242618,42.3528328,24.0002488,53.9994829
