yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Comoros,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112272.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2020,2020.0,Export,Comoros,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22793.0,,-12.2045176,44.2832964,15.6134137,19.0156172
2020,2020.0,Export,Comoros,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10180.0,,-12.2045176,44.2832964,46.603354,1.8883335
2020,2020.0,Export,Comoros,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8547.0,,-12.2045176,44.2832964,7.9897371,-5.5679458
2020,2020.0,Export,Comoros,Madagascar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70125.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2020,2020.0,Export,Comoros,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",625.0,,-12.2045176,44.2832964,,
