,rtTitle,ptTitle,rgDesc,TradeValue
0,Bahrain,Afghanistan,Import,37545.0
1,Bahrain,Algeria,Export,17366941.0
2,Bahrain,Cyprus,Export,314062.0
3,Bahrain,Cyprus,Import,1711694.0
4,Bahrain,Cyprus,Re-Export,50998.0
5,Bahrain,Fmr Sudan,Export,492018.0
6,Bahrain,Fmr Sudan,Import,119521.0
7,Bahrain,Fmr Sudan,Re-Export,312636.0
8,Bahrain,Iraq,Export,4244490.0
9,Bahrain,Iraq,Import,41300.0
10,Bahrain,Iraq,Re-Export,4155411.0
11,Bahrain,Jordan,Export,10970622.0
12,Bahrain,Jordan,Import,6301649.0
13,Bahrain,Jordan,Re-Export,1267061.0
14,Bahrain,Kuwait,Export,53950143.0
15,Bahrain,Kuwait,Import,19934526.0
16,Bahrain,Kuwait,Re-Export,9389361.0
17,Bahrain,Lebanon,Export,2507798.0
18,Bahrain,Lebanon,Import,4974132.0
19,Bahrain,Lebanon,Re-Export,56771.0
20,Bahrain,Libya,Export,2490873.0
21,Bahrain,Libya,Import,1223.0
22,Bahrain,Malta,Export,102936.0
23,Bahrain,Malta,Import,1114345.0
24,Bahrain,Morocco,Export,10281752.0
25,Bahrain,Morocco,Import,555758.0
26,Bahrain,Morocco,Re-Export,156543.0
27,Bahrain,Oman,Export,7267345.0
28,Bahrain,Oman,Import,14473679.0
29,Bahrain,Oman,Re-Export,1043786.0
30,Bahrain,Pakistan,Export,9469899.0
31,Bahrain,Pakistan,Import,24307748.0
32,Bahrain,Pakistan,Re-Export,214941.0
33,Bahrain,Qatar,Export,18566002.0
34,Bahrain,Qatar,Import,23636485.0
35,Bahrain,Qatar,Re-Export,5317110.0
36,Bahrain,Saudi Arabia,Export,436067466.0
37,Bahrain,Saudi Arabia,Import,299566645.0
38,Bahrain,Saudi Arabia,Re-Export,99552830.0
39,Bahrain,Syria,Export,4674275.0
40,Bahrain,Syria,Import,1975298.0
41,Bahrain,Syria,Re-Export,1733288.0
42,Bahrain,Turkey,Export,9036827.0
43,Bahrain,Turkey,Import,25005218.0
44,Bahrain,Turkey,Re-Export,265874.0
45,Bahrain,United Arab Emirates,Export,98961835.0
46,Bahrain,United Arab Emirates,Import,144583228.0
47,Bahrain,United Arab Emirates,Re-Export,12787656.0
48,Bahrain,World,Export,1301591754.0
49,Bahrain,World,Import,2998221378.0
50,Bahrain,World,Re-Export,158195154.0
51,Bahrain,Yemen,Export,2750980.0
52,Bahrain,Yemen,Import,258972.0
53,Bahrain,Yemen,Re-Export,5585.0
