yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Re-Export,Pakistan,World,36.0,Explosives; pyrotechnic products; matches,5205.0,,30.3308401,71.247499,-36.8535712,174.7456809
2004,2004.0,Re-Export,Pakistan,France,36.0,Explosives; pyrotechnic products; matches,2048.0,,30.3308401,71.247499,46.603354,1.8883335
2004,2004.0,Re-Export,Pakistan,Iraq,36.0,Explosives; pyrotechnic products; matches,3157.0,,30.3308401,71.247499,33.0955793,44.1749775
