yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Pakistan,World,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,10316669.0,,30.3308401,71.247499,-36.8535712,174.7456809
2020,2020.0,Export,Pakistan,Afghanistan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,4600197.0,,30.3308401,71.247499,33.7680065,66.2385139
2020,2020.0,Export,Pakistan,Algeria,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,37691.0,,30.3308401,71.247499,28.0000272,2.9999825
2020,2020.0,Export,Pakistan,Angola,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,14815.0,,30.3308401,71.247499,-11.8775768,17.5691241
2020,2020.0,Export,Pakistan,Dem. Rep. of the Congo,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1235521.0,,30.3308401,71.247499,,
2020,2020.0,Export,Pakistan,France,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1737.0,,30.3308401,71.247499,46.603354,1.8883335
2020,2020.0,Export,Pakistan,Georgia,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,103398.0,,30.3308401,71.247499,32.3293809,-83.1137366
2020,2020.0,Export,Pakistan,Ghana,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,253224.0,,30.3308401,71.247499,8.0300284,-1.0800271
2020,2020.0,Export,Pakistan,Kazakhstan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,21514.0,,30.3308401,71.247499,48.1012954,66.7780818
2020,2020.0,Export,Pakistan,Jordan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,22509.0,,30.3308401,71.247499,31.1667049,36.941628
2020,2020.0,Export,Pakistan,Lesotho,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,14190.0,,30.3308401,71.247499,-29.6039267,28.3350193
2020,2020.0,Export,Pakistan,Oman,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,38382.0,,30.3308401,71.247499,21.0000287,57.0036901
2020,2020.0,Export,Pakistan,Nigeria,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,19606.0,,30.3308401,71.247499,9.6000359,7.9999721
2020,2020.0,Export,Pakistan,Romania,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,673153.0,,30.3308401,71.247499,45.9852129,24.6859225
2020,2020.0,Export,Pakistan,Saudi Arabia,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,352884.0,,30.3308401,71.247499,25.6242618,42.3528328
2020,2020.0,Export,Pakistan,Somalia,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,39903.0,,30.3308401,71.247499,8.3676771,49.083416
2020,2020.0,Export,Pakistan,South Africa,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,96796.0,,30.3308401,71.247499,-28.8166236,24.991639
2020,2020.0,Export,Pakistan,Sudan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1240170.0,,30.3308401,71.247499,14.5844444,29.4917691
2020,2020.0,Export,Pakistan,Tajikistan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,41967.0,,30.3308401,71.247499,38.6281733,70.8156541
2020,2020.0,Export,Pakistan,United Arab Emirates,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,147643.0,,30.3308401,71.247499,24.0002488,53.9994829
2020,2020.0,Export,Pakistan,Turkmenistan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,205959.0,,30.3308401,71.247499,39.3763807,59.3924609
2020,2020.0,Export,Pakistan,Ukraine,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,93570.0,,30.3308401,71.247499,49.4871968,31.2718321
2020,2020.0,Export,Pakistan,United Kingdom,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,392.0,,30.3308401,71.247499,54.7023545,-3.2765753
2020,2020.0,Export,Pakistan,United Rep. of Tanzania,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,52196.0,,30.3308401,71.247499,,
2020,2020.0,Export,Pakistan,USA,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,86677.0,,30.3308401,71.247499,39.7837304,-100.445882
2020,2020.0,Export,Pakistan,Uzbekistan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,922564.0,,30.3308401,71.247499,41.32373,63.9528098
