yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Armenia,World,81.0,Other base metals; cermets; articles thereof,15524324.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2010,2010.0,Export,Armenia,Georgia,81.0,Other base metals; cermets; articles thereof,450.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2010,2010.0,Export,Armenia,Germany,81.0,Other base metals; cermets; articles thereof,15523874.0,,40.7696272,44.6736646,51.1638175,10.4478313
