yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Lebanon,World,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,21966.0,,33.8750629,35.843409,-36.8535712,174.7456809
2019,2019.0,Export,Lebanon,Guinea,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2188.0,,33.8750629,35.843409,10.7226226,-10.7083587
2019,2019.0,Export,Lebanon,Saudi Arabia,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,18994.0,,33.8750629,35.843409,25.6242618,42.3528328
2019,2019.0,Export,Lebanon,Togo,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,783.0,,33.8750629,35.843409,8.7800265,1.0199765
