yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Georgia,World,36.0,Explosives; pyrotechnic products; matches,810476.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2007,2007.0,Export,Georgia,Azerbaijan,36.0,Explosives; pyrotechnic products; matches,384088.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2007,2007.0,Export,Georgia,Armenia,36.0,Explosives; pyrotechnic products; matches,345188.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2007,2007.0,Export,Georgia,Turkmenistan,36.0,Explosives; pyrotechnic products; matches,81200.0,,32.3293809,-83.1137366,39.3763807,59.3924609
