yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Import,State of Palestine,World,81.0,Other base metals; cermets; articles thereof,113461.0,,31.46242095,34.262716572130714,-36.8535712,174.7456809
2009,2009.0,Import,State of Palestine,China,81.0,Other base metals; cermets; articles thereof,2717.0,,31.46242095,34.262716572130714,35.000074,104.999927
2009,2009.0,Import,State of Palestine,Germany,81.0,Other base metals; cermets; articles thereof,435.0,,31.46242095,34.262716572130714,51.1638175,10.4478313
2009,2009.0,Import,State of Palestine,Israel,81.0,Other base metals; cermets; articles thereof,2317.0,,31.46242095,34.262716572130714,30.8124247,34.8594762
2009,2009.0,Import,State of Palestine,Rep. of Korea,81.0,Other base metals; cermets; articles thereof,1068.0,,31.46242095,34.262716572130714,,
2009,2009.0,Import,State of Palestine,India,81.0,Other base metals; cermets; articles thereof,29412.0,,31.46242095,34.262716572130714,22.3511148,78.6677428
2009,2009.0,Import,State of Palestine,Thailand,81.0,Other base metals; cermets; articles thereof,32067.0,,31.46242095,34.262716572130714,14.8971921,100.83273
2009,2009.0,Import,State of Palestine,Turkey,81.0,Other base metals; cermets; articles thereof,32525.0,,31.46242095,34.262716572130714,38.9597594,34.9249653
2009,2009.0,Import,State of Palestine,Egypt,81.0,Other base metals; cermets; articles thereof,9019.0,,31.46242095,34.262716572130714,26.2540493,29.2675469
2009,2009.0,Import,State of Palestine,USA,81.0,Other base metals; cermets; articles thereof,3903.0,,31.46242095,34.262716572130714,39.7837304,-100.445882
