yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Georgia,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,65275.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2009,2009.0,Re-Export,Georgia,Azerbaijan,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,3908.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2009,2009.0,Re-Export,Georgia,Armenia,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,61065.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2009,2009.0,Re-Export,Georgia,Turkey,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,302.0,,32.3293809,-83.1137366,38.9597594,34.9249653
