yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Import,Malta,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",222941007.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2019,2019.0,Import,Malta,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",313.0,,35.8885993,14.4476911,41.000028,19.9999619
2019,2019.0,Import,Malta,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12573.0,,35.8885993,14.4476911,40.3936294,47.7872508
2019,2019.0,Import,Malta,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",501.0,,35.8885993,14.4476911,-34.9964963,-64.9672817
2019,2019.0,Import,Malta,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",168032.0,,35.8885993,14.4476911,-24.7761086,134.755
2019,2019.0,Import,Malta,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",876970.0,,35.8885993,14.4476911,47.59397,14.12456
2019,2019.0,Import,Malta,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",411.0,,35.8885993,14.4476911,26.1551249,50.5344606
2019,2019.0,Import,Malta,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4908417.0,,35.8885993,14.4476911,50.6402809,4.6667145
2019,2019.0,Import,Malta,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53.0,,35.8885993,14.4476911,44.3053476,17.5961467
2019,2019.0,Import,Malta,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14281.0,,35.8885993,14.4476911,-10.3333333,-53.2
2019,2019.0,Import,Malta,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31860.0,,35.8885993,14.4476911,42.6073975,25.4856617
2019,2019.0,Import,Malta,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",478.0,,35.8885993,14.4476911,53.4250605,27.6971358
2019,2019.0,Import,Malta,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7080.0,,35.8885993,14.4476911,61.0666922,-107.991707
2019,2019.0,Import,Malta,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1257.0,,35.8885993,14.4476911,7.5554942,80.7137847
2019,2019.0,Import,Malta,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3485470.0,,35.8885993,14.4476911,35.000074,104.999927
2019,2019.0,Import,Malta,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92.0,,35.8885993,14.4476911,4.099917,-72.9088133
2019,2019.0,Import,Malta,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41728.0,,35.8885993,14.4476911,34.9823018,33.1451285
2019,2019.0,Import,Malta,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",591261.0,,35.8885993,14.4476911,49.7439047,15.3381061
2019,2019.0,Import,Malta,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",82688.0,,35.8885993,14.4476911,55.670249,10.3333283
2019,2019.0,Import,Malta,Dominican Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",320.0,,35.8885993,14.4476911,,
2019,2019.0,Import,Malta,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7505.0,,35.8885993,14.4476911,58.7523778,25.3319078
2019,2019.0,Import,Malta,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53702.0,,35.8885993,14.4476911,63.2467777,25.9209164
2019,2019.0,Import,Malta,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11310486.0,,35.8885993,14.4476911,46.603354,1.8883335
2019,2019.0,Import,Malta,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30162041.0,,35.8885993,14.4476911,51.1638175,10.4478313
2019,2019.0,Import,Malta,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",938903.0,,35.8885993,14.4476911,38.9953683,21.9877132
2019,2019.0,Import,Malta,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",119910.0,,35.8885993,14.4476911,22.350627,114.1849161
2019,2019.0,Import,Malta,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1353307.0,,35.8885993,14.4476911,47.1817585,19.5060937
2019,2019.0,Import,Malta,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",351786.0,,35.8885993,14.4476911,-2.4833826,117.8902853
2019,2019.0,Import,Malta,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10128.0,,35.8885993,14.4476911,52.865196,-7.9794599
2019,2019.0,Import,Malta,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20350.0,,35.8885993,14.4476911,30.8124247,34.8594762
2019,2019.0,Import,Malta,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10537516.0,,35.8885993,14.4476911,42.6384261,12.674297
2019,2019.0,Import,Malta,Jamaica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",91.0,,35.8885993,14.4476911,18.1850507,-77.3947693
2019,2019.0,Import,Malta,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35007089.0,,35.8885993,14.4476911,36.5748441,139.2394179
2019,2019.0,Import,Malta,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",137.0,,35.8885993,14.4476911,48.1012954,66.7780818
2019,2019.0,Import,Malta,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",94.0,,35.8885993,14.4476911,1.4419683,38.4313975
2019,2019.0,Import,Malta,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6679637.0,,35.8885993,14.4476911,,
2019,2019.0,Import,Malta,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75.0,,35.8885993,14.4476911,33.8750629,35.843409
2019,2019.0,Import,Malta,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",265604.0,,35.8885993,14.4476911,56.8406494,24.7537645
2019,2019.0,Import,Malta,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24700.0,,35.8885993,14.4476911,26.8234472,18.1236723
2019,2019.0,Import,Malta,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37607.0,,35.8885993,14.4476911,4.5693754,102.2656823
2019,2019.0,Import,Malta,Mauritius,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",201.0,,35.8885993,14.4476911,-20.2759451,57.5703566
2019,2019.0,Import,Malta,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3710.0,,35.8885993,14.4476911,23.6585116,-102.0077097
2019,2019.0,Import,Malta,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",789560.0,,35.8885993,14.4476911,,
2019,2019.0,Import,Malta,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",137483.0,,35.8885993,14.4476911,31.1728205,-7.3362482
2019,2019.0,Import,Malta,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3365651.0,,35.8885993,14.4476911,52.2434979,5.6343227
2019,2019.0,Import,Malta,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5906.0,,35.8885993,14.4476911,-41.5000831,172.8344077
2019,2019.0,Import,Malta,Niue,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38.0,,35.8885993,14.4476911,-19.0536414,-169.861341
2019,2019.0,Import,Malta,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",49469.0,,35.8885993,14.4476911,60.5000209,9.0999715
2019,2019.0,Import,Malta,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2704.0,,35.8885993,14.4476911,30.3308401,71.247499
2019,2019.0,Import,Malta,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",460.0,,35.8885993,14.4476911,12.7503486,122.7312101
2019,2019.0,Import,Malta,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",644190.0,,35.8885993,14.4476911,52.215933,19.134422
2019,2019.0,Import,Malta,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7341.0,,35.8885993,14.4476911,39.6621648,-8.1353519
2019,2019.0,Import,Malta,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2.0,,35.8885993,14.4476911,25.3336984,51.2295295
2019,2019.0,Import,Malta,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",166753.0,,35.8885993,14.4476911,45.9852129,24.6859225
2019,2019.0,Import,Malta,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8130.0,,35.8885993,14.4476911,64.6863136,97.7453061
2019,2019.0,Import,Malta,Saint Helena,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50.0,,35.8885993,14.4476911,-15.96545515,-5.702575637953244
2019,2019.0,Import,Malta,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",405.0,,35.8885993,14.4476911,25.6242618,42.3528328
