yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Import,Malta,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10895646.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2017,2017.0,Import,Malta,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10042.0,,35.8885993,14.4476911,-24.7761086,134.755
2017,2017.0,Import,Malta,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",42438.0,,35.8885993,14.4476911,47.59397,14.12456
2017,2017.0,Import,Malta,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1827751.0,,35.8885993,14.4476911,50.6402809,4.6667145
2017,2017.0,Import,Malta,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",152.0,,35.8885993,14.4476911,42.6073975,25.4856617
2017,2017.0,Import,Malta,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2754.0,,35.8885993,14.4476911,61.0666922,-107.991707
2017,2017.0,Import,Malta,Chile,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",321.0,,35.8885993,14.4476911,-31.7613365,-71.3187697
2017,2017.0,Import,Malta,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",755730.0,,35.8885993,14.4476911,35.000074,104.999927
2017,2017.0,Import,Malta,Dem. Rep. of the Congo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",147.0,,35.8885993,14.4476911,,
2017,2017.0,Import,Malta,Cyprus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1238.0,,35.8885993,14.4476911,34.9823018,33.1451285
2017,2017.0,Import,Malta,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",28195.0,,35.8885993,14.4476911,49.7439047,15.3381061
2017,2017.0,Import,Malta,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8032.0,,35.8885993,14.4476911,55.670249,10.3333283
2017,2017.0,Import,Malta,Dominican Rep.,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",28.0,,35.8885993,14.4476911,,
2017,2017.0,Import,Malta,Estonia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",147.0,,35.8885993,14.4476911,58.7523778,25.3319078
2017,2017.0,Import,Malta,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4.0,,35.8885993,14.4476911,63.2467777,25.9209164
2017,2017.0,Import,Malta,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",526894.0,,35.8885993,14.4476911,46.603354,1.8883335
2017,2017.0,Import,Malta,French Polynesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5739.0,,35.8885993,14.4476911,-17.0243749,-144.6434898
2017,2017.0,Import,Malta,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1371601.0,,35.8885993,14.4476911,51.1638175,10.4478313
2017,2017.0,Import,Malta,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",79506.0,,35.8885993,14.4476911,38.9953683,21.9877132
2017,2017.0,Import,Malta,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",37474.0,,35.8885993,14.4476911,22.350627,114.1849161
2017,2017.0,Import,Malta,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",215.0,,35.8885993,14.4476911,47.1817585,19.5060937
2017,2017.0,Import,Malta,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",210.0,,35.8885993,14.4476911,-2.4833826,117.8902853
2017,2017.0,Import,Malta,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3585.0,,35.8885993,14.4476911,52.865196,-7.9794599
2017,2017.0,Import,Malta,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8683.0,,35.8885993,14.4476911,30.8124247,34.8594762
2017,2017.0,Import,Malta,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2738767.0,,35.8885993,14.4476911,42.6384261,12.674297
2017,2017.0,Import,Malta,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",29322.0,,35.8885993,14.4476911,36.5748441,139.2394179
2017,2017.0,Import,Malta,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",153.0,,35.8885993,14.4476911,48.1012954,66.7780818
2017,2017.0,Import,Malta,Kenya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",582.0,,35.8885993,14.4476911,1.4419683,38.4313975
2017,2017.0,Import,Malta,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5607.0,,35.8885993,14.4476911,,
