yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Import,Djibouti,World,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,24602.0,,,,-36.8535712,174.7456809
2009,2009.0,Import,Djibouti,Ethiopia,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,1013.0,,,,10.2116702,38.6521203
2009,2009.0,Import,Djibouti,France,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,2700.0,,,,46.603354,1.8883335
2009,2009.0,Import,Djibouti,United Arab Emirates,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,694.0,,,,24.0002488,53.9994829
2009,2009.0,Import,Djibouti,Ukraine,47.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard,20195.0,,,,49.4871968,31.2718321
