yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Re-Import,Pakistan,World,64.0,Footwear; gaiters and the like; parts of such articles,16545.0,,30.3308401,71.247499,-36.8535712,174.7456809
2018,2018.0,Re-Import,Pakistan,China,64.0,Footwear; gaiters and the like; parts of such articles,5765.0,,30.3308401,71.247499,35.000074,104.999927
2018,2018.0,Re-Import,Pakistan,United Arab Emirates,64.0,Footwear; gaiters and the like; parts of such articles,10779.0,,30.3308401,71.247499,24.0002488,53.9994829
