yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Re-Import,Pakistan,World,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",150353.0,,30.3308401,71.247499,-36.8535712,174.7456809
2018,2018.0,Re-Import,Pakistan,China,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",569.0,,30.3308401,71.247499,35.000074,104.999927
2018,2018.0,Re-Import,Pakistan,Germany,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",86933.0,,30.3308401,71.247499,51.1638175,10.4478313
2018,2018.0,Re-Import,Pakistan,Ireland,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",62821.0,,30.3308401,71.247499,52.865196,-7.9794599
2018,2018.0,Re-Import,Pakistan,United Arab Emirates,19.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products",28.0,,30.3308401,71.247499,24.0002488,53.9994829
