yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Re-Export,Qatar,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,180552.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2013,2013.0,Re-Export,Qatar,Iraq,35.0,Albuminoidal substances; modified starches; glues; enzymes,40.0,,25.3336984,51.2295295,33.0955793,44.1749775
2013,2013.0,Re-Export,Qatar,Kuwait,35.0,Albuminoidal substances; modified starches; glues; enzymes,5938.0,,25.3336984,51.2295295,29.2733964,47.4979476
2013,2013.0,Re-Export,Qatar,Lebanon,35.0,Albuminoidal substances; modified starches; glues; enzymes,495.0,,25.3336984,51.2295295,33.8750629,35.843409
2013,2013.0,Re-Export,Qatar,Saudi Arabia,35.0,Albuminoidal substances; modified starches; glues; enzymes,59281.0,,25.3336984,51.2295295,25.6242618,42.3528328
2013,2013.0,Re-Export,Qatar,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,114222.0,,25.3336984,51.2295295,24.0002488,53.9994829
2013,2013.0,Re-Export,Qatar,USA,35.0,Albuminoidal substances; modified starches; glues; enzymes,575.0,,25.3336984,51.2295295,39.7837304,-100.445882
