yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Bahrain,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,86226.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2010,2010.0,Export,Bahrain,Kuwait,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,7883.0,,26.1551249,50.5344606,29.2733964,47.4979476
2010,2010.0,Export,Bahrain,Qatar,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,43739.0,,26.1551249,50.5344606,25.3336984,51.2295295
2010,2010.0,Export,Bahrain,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,17141.0,,26.1551249,50.5344606,25.6242618,42.3528328
2010,2010.0,Export,Bahrain,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,17463.0,,26.1551249,50.5344606,24.0002488,53.9994829
