yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,Azerbaijan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",713334895.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2014,2014.0,Import,Azerbaijan,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2000.0,,40.3936294,47.7872508,-34.9964963,-64.9672817
2014,2014.0,Import,Azerbaijan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",158215.0,,40.3936294,47.7872508,-24.7761086,134.755
2014,2014.0,Import,Azerbaijan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",748147.0,,40.3936294,47.7872508,47.59397,14.12456
2014,2014.0,Import,Azerbaijan,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11735.0,,40.3936294,47.7872508,24.4769288,90.2934413
2014,2014.0,Import,Azerbaijan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",575043.0,,40.3936294,47.7872508,50.6402809,4.6667145
2014,2014.0,Import,Azerbaijan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15169.0,,40.3936294,47.7872508,-10.3333333,-53.2
2014,2014.0,Import,Azerbaijan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16947.0,,40.3936294,47.7872508,42.6073975,25.4856617
2014,2014.0,Import,Azerbaijan,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31200954.0,,40.3936294,47.7872508,53.4250605,27.6971358
2014,2014.0,Import,Azerbaijan,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10800.0,,40.3936294,47.7872508,12.5433216,104.8144914
2014,2014.0,Import,Azerbaijan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",188268.0,,40.3936294,47.7872508,61.0666922,-107.991707
2014,2014.0,Import,Azerbaijan,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2226.0,,40.3936294,47.7872508,7.5554942,80.7137847
2014,2014.0,Import,Azerbaijan,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",300.0,,40.3936294,47.7872508,-31.7613365,-71.3187697
2014,2014.0,Import,Azerbaijan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62334140.0,,40.3936294,47.7872508,35.000074,104.999927
2014,2014.0,Import,Azerbaijan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5452806.0,,40.3936294,47.7872508,49.7439047,15.3381061
2014,2014.0,Import,Azerbaijan,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28664.0,,40.3936294,47.7872508,55.670249,10.3333283
2014,2014.0,Import,Azerbaijan,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47734.0,,40.3936294,47.7872508,63.2467777,25.9209164
2014,2014.0,Import,Azerbaijan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6175464.0,,40.3936294,47.7872508,46.603354,1.8883335
2014,2014.0,Import,Azerbaijan,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",386496.0,,40.3936294,47.7872508,32.3293809,-83.1137366
2014,2014.0,Import,Azerbaijan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144376028.0,,40.3936294,47.7872508,51.1638175,10.4478313
