yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Re-Export,Pakistan,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,27237.0,,30.3308401,71.247499,-36.8535712,174.7456809
2014,2014.0,Re-Export,Pakistan,Saudi Arabia,35.0,Albuminoidal substances; modified starches; glues; enzymes,38.0,,30.3308401,71.247499,25.6242618,42.3528328
2014,2014.0,Re-Export,Pakistan,Spain,35.0,Albuminoidal substances; modified starches; glues; enzymes,27199.0,,30.3308401,71.247499,39.3260685,-4.8379791
